PONo,PODate,PRNo,VendorCode,VendorName,Vertical,ItemCode,ItemDescription,OrderedQty,UOM,UnitPrice,TotalAmount,Currency,PromisedDeliveryDate,PaymentTerms,ApprovedBy,Status,DeptCode,ProjectCode
PO-40352,2026-07-23,PR-30412,V-1033,Vikram Solar,Solar Panels,I-5040,Anti-Reflective Glass Panel (spare),19,Nos,3108.33,59058.22,INR,2026-07-28,Advance 20% + Net 30,Balveer Kota,Closed,DEP-04,PRJ-104
PO-40353,2026-05-30,PR-30413,V-1033,Vikram Solar,Solar Panels,I-5036,DC Cable 4 sqmm Solar Grade (100m),19,Coil,3196.37,60730.97,INR,2026-06-15,Advance 20% + Net 30,David Seshadri,Cancelled,DEP-01,PRJ-101
PO-40354,2026-01-17,PR-30414,V-1007,Schneider Electric India,Electrical,I-5005,Modular Switch 6A,31,Nos,64.02,1984.59,INR,2026-02-07,Net 30,Reva Viswanathan,Open,DEP-06,PRJ-106
PO-40355,2026-07-08,PR-30415,V-1032,Adani Solar,Solar Panels,I-5040,Anti-Reflective Glass Panel (spare),26,Nos,3181.79,82726.62,INR,2026-07-27,Net 60,David Seshadri,Open,DEP-05,PRJ-105
PO-40356,2026-04-12,PR-30416,V-1009,Orient Electric,Electrical,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,12,Mtr,426.6,5119.21,INR,2026-05-01,Net 15,Balveer Kota,Open,DEP-04,PRJ-104
PO-40357,2026-05-23,PR-30417,V-1048,Base Corporation,Batteries,I-5044,Inverter 2.5kVA Pure Sinewave,28,Nos,15995.41,447871.6,INR,2026-06-01,Net 30,David Seshadri,Closed,DEP-04,PRJ-104
PO-40358,2026-06-23,PR-30418,V-1004,V-Guard Industries,Electrical,I-5005,Modular Switch 6A,76,Nos,74.43,5656.97,INR,2026-07-11,Advance 20% + Net 30,Hemal Chad,Closed,DEP-04,PRJ-104
PO-40359,2025-12-04,PR-30419,V-1056,Jaquar Group,Plumbing Materials,I-5053,Ball Valve 1 inch Brass,31,Nos,292.78,9076.21,INR,2025-12-25,Net 15,Reva Viswanathan,Closed,DEP-03,PRJ-103
PO-40360,2026-04-20,PR-30420,V-1039,Loom Solar,Solar Panels,I-5039,Earthing Kit for Module Structure,20,Set,860.18,17203.56,INR,2026-05-05,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-02,PRJ-102
PO-40361,2026-06-26,PR-30421,V-1058,Kajaria Ceramics,Plumbing Materials,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),11,Pcs,1112.57,12238.31,INR,2026-07-05,Net 60,Januja Pradhan,Cancelled,DEP-01,PRJ-101
PO-40362,2026-01-24,PR-30423,V-1008,KEI Industries,Electrical,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,11,Mtr,386.79,4254.72,INR,2026-02-06,Net 30,David Seshadri,Closed,DEP-05,PRJ-105
PO-40363,2025-09-16,PR-30426,V-1055,CERA Sanitaryware,Plumbing Materials,I-5052,PVC Elbow 4 inch,19,Nos,75.42,1432.92,INR,2025-10-01,Net 30,David Seshadri,Partially Delivered,DEP-05,PRJ-105
PO-40364,2025-10-03,PR-30427,V-1053,Prince Pipes,Plumbing Materials,I-5054,Water Tank 1000L HDPE,9,Nos,5539.52,49855.71,INR,2025-10-14,Net 15,Januja Pradhan,Closed,DEP-04,PRJ-104
PO-40365,2025-12-19,PR-30428,V-1028,Birla Corporation,Road Construction Materials,I-5030,Kerb Stone Precast,53,Nos,203.7,10796.08,INR,2025-12-23,Net 60,Reva Viswanathan,Closed,DEP-04,PRJ-104
PO-40366,2026-01-21,PR-30429,V-1003,Anchor by Panasonic,Electrical,I-5007,Junction Box IP65,4,Nos,204.16,816.64,INR,2026-02-09,Net 15,Hemal Chad,Closed,DEP-01,PRJ-101
PO-40367,2026-04-16,PR-30430,V-1044,Okaya Power,Batteries,I-5046,Battery Rack 4-Tier MS,43,Nos,3458.7,148724.02,INR,2026-04-27,Net 15,Balveer Kota,Closed,DEP-02,PRJ-102
PO-40368,2025-09-11,PR-30431,V-1036,Emmvee Solar,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,64,Nos,11184.26,715792.34,INR,2025-09-16,Net 45,David Seshadri,Open,DEP-01,PRJ-101
PO-40369,2026-03-19,PR-30432,V-1045,HBL Power Systems,Batteries,I-5047,Battery Interconnect Cable Set,59,Set,584.56,34488.85,INR,2026-04-05,Net 45,David Seshadri,Closed,DEP-04,PRJ-104
PO-40370,2025-12-03,PR-30435,V-1032,Adani Solar,Solar Panels,I-5039,Earthing Kit for Module Structure,39,Set,789.04,30772.68,INR,2025-12-24,Net 60,David Seshadri,Closed,DEP-03,PRJ-103
PO-40371,2026-06-01,PR-30436,V-1040,Exide Industries,Batteries,I-5042,Tubular Battery 150Ah C10,47,Nos,15030.76,706445.67,INR,2026-06-17,Net 45,Reva Viswanathan,Partially Delivered,DEP-02,PRJ-102
PO-40372,2025-12-27,PR-30437,V-1054,Ashirvad Pipes (Aliaxis),Plumbing Materials,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),28,Pcs,954.25,26719.08,INR,2026-01-02,Net 15,Reva Viswanathan,Closed,DEP-01,PRJ-101
PO-40373,2026-01-03,PR-30438,V-1019,Sarvottam Plywood,Carpentry,I-5019,Veneer Sheet Teak (8x4 ft),9,Sheet,4113.75,37023.73,INR,2026-01-20,Net 15,Reva Viswanathan,Open,DEP-03,PRJ-103
PO-40374,2025-10-03,PR-30439,V-1000,Havells India,Electrical,I-5002,MCB 32A Single Pole,23,Nos,116.61,2681.99,INR,2025-10-07,Net 15,Reva Viswanathan,Closed,DEP-06,PRJ-106
PO-40375,2026-04-22,PR-30441,V-1051,Supreme Industries,Plumbing Materials,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),47,Pcs,1127.72,53002.94,INR,2026-05-01,Net 30,Hemal Chad,Partially Delivered,DEP-06,PRJ-106
PO-40376,2025-11-17,PR-30442,V-1038,Websol Energy System,Solar Panels,I-5040,Anti-Reflective Glass Panel (spare),14,Nos,2977.33,41682.62,INR,2025-11-24,Net 45,Januja Pradhan,Closed,DEP-03,PRJ-103
PO-40377,2026-05-01,PR-30443,V-1026,Tata Steel,Road Construction Materials,I-5029,Wire Mesh Fabric 6mm@150c/c,27,Ton,56684.94,1530493.44,INR,2026-05-09,Net 60,David Seshadri,Closed,DEP-01,PRJ-101
PO-40378,2026-03-15,PR-30444,V-1015,Action Tesa,Carpentry,I-5017,Door Lock Mortise Set,20,Set,852.26,17045.11,INR,2026-04-04,Net 30,Balveer Kota,Closed,DEP-02,PRJ-102
PO-40379,2025-11-30,PR-30445,V-1004,V-Guard Industries,Electrical,I-5004,LED Flood Light 100W,33,Nos,1547.97,51083.09,INR,2025-12-03,Advance 20% + Net 30,Hemal Chad,Partially Delivered,DEP-03,PRJ-103
PO-40380,2025-11-09,PR-30446,V-1003,Anchor by Panasonic,Electrical,I-5002,MCB 32A Single Pole,41,Nos,128.78,5280.12,INR,2025-11-30,Net 15,Januja Pradhan,Closed,DEP-06,PRJ-106
PO-40381,2025-12-22,PR-30447,V-1058,Kajaria Ceramics,Plumbing Materials,I-5057,Bathroom Faucet Single Lever,27,Nos,1512.87,40847.61,INR,2026-01-10,Net 60,Januja Pradhan,Closed,DEP-05,PRJ-105
PO-40382,2026-04-24,PR-30449,V-1015,Action Tesa,Carpentry,I-5015,Hinges SS 4 inch,15,Pair,84.39,1265.8,INR,2026-05-14,Net 30,David Seshadri,Closed,DEP-02,PRJ-102
PO-40383,2026-04-14,PR-30450,V-1027,JSW Steel,Road Construction Materials,I-5029,Wire Mesh Fabric 6mm@150c/c,35,Ton,51657.14,1807999.91,INR,2026-04-25,Advance 20% + Net 30,Balveer Kota,Closed,DEP-03,PRJ-103
PO-40384,2025-11-02,PR-30451,V-1054,Ashirvad Pipes (Aliaxis),Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),31,Pcs,329.84,10225.07,INR,2025-11-13,Net 15,Januja Pradhan,Closed,DEP-03,PRJ-103
PO-40385,2026-03-30,PR-30452,V-1012,Kitply Industries,Carpentry,I-5017,Door Lock Mortise Set,16,Set,933.9,14942.48,INR,2026-04-09,Net 15,Hemal Chad,Closed,DEP-03,PRJ-103
PO-40386,2025-12-10,PR-30453,V-1048,Base Corporation,Batteries,I-5047,Battery Interconnect Cable Set,8,Set,594.43,4755.4,INR,2025-12-24,Net 30,Hemal Chad,Closed,DEP-03,PRJ-103
PO-40387,2026-06-04,PR-30454,V-1022,Ambuja Cements,Road Construction Materials,I-5028,PQC Dowel Bar 32mm,40,Ton,65681.2,2627247.81,INR,2026-06-25,Net 15,Januja Pradhan,Closed,DEP-04,PRJ-104
PO-40388,2026-06-05,PR-30455,V-1054,Ashirvad Pipes (Aliaxis),Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),15,Pcs,395.34,5930.05,INR,2026-06-13,Net 15,Januja Pradhan,Closed,DEP-02,PRJ-102
PO-40389,2026-02-02,PR-30456,V-1015,Action Tesa,Carpentry,I-5015,Hinges SS 4 inch,11,Pair,74.67,821.39,INR,2026-02-17,Net 30,David Seshadri,Closed,DEP-04,PRJ-104
PO-40390,2025-11-26,PR-30457,V-1027,JSW Steel,Road Construction Materials,I-5029,Wire Mesh Fabric 6mm@150c/c,23,Ton,54519.88,1253957.18,INR,2025-12-05,Advance 20% + Net 30,Hemal Chad,Closed,DEP-02,PRJ-102
PO-40391,2026-04-29,PR-30458,V-1054,Ashirvad Pipes (Aliaxis),Plumbing Materials,I-5057,Bathroom Faucet Single Lever,11,Nos,1752.51,19277.59,INR,2026-05-07,Net 15,Hemal Chad,Closed,DEP-05,PRJ-105
PO-40392,2025-12-24,PR-30460,V-1031,Waaree Energies,Solar Panels,I-5033,Solar Module 550Wp Bifacial,29,Nos,12233.35,354767.22,INR,2026-01-06,Net 30,Hemal Chad,Closed,DEP-06,PRJ-106
PO-40393,2026-03-30,PR-30461,V-1025,Dalmia Bharat Cement,Road Construction Materials,I-5027,Ready Mix Concrete M25,23,Cum,6145.68,141350.66,INR,2026-04-17,Net 60,David Seshadri,Closed,DEP-06,PRJ-106
PO-40394,2025-12-01,PR-30462,V-1040,Exide Industries,Batteries,I-5043,Lithium-ion Battery Pack 48V 100Ah,15,Nos,111245.6,1668684.03,INR,2025-12-08,Net 45,Hemal Chad,Closed,DEP-02,PRJ-102
PO-40395,2026-03-20,PR-30463,V-1043,Su-Kam Power Systems,Batteries,I-5043,Lithium-ion Battery Pack 48V 100Ah,22,Nos,116169.32,2555724.96,INR,2026-04-03,Net 15,Hemal Chad,Partially Delivered,DEP-06,PRJ-106
PO-40396,2025-11-28,PR-30464,V-1013,Archidply Industries,Carpentry,I-5013,Laminate Sheet 1mm (8x4 ft),34,Sheet,1078.59,36672.0,INR,2025-12-07,Advance 20% + Net 30,Reva Viswanathan,Partially Delivered,DEP-01,PRJ-101
PO-40397,2026-03-31,PR-30465,V-1009,Orient Electric,Electrical,I-5003,Distribution Board 8-Way,28,Nos,1265.27,35427.54,INR,2026-04-11,Net 15,Januja Pradhan,Cancelled,DEP-03,PRJ-103
PO-40398,2025-11-11,PR-30466,V-1057,Hindware Homes,Plumbing Materials,I-5056,Concealed Cistern with Frame,22,Set,7680.53,168971.56,INR,2025-11-24,Net 45,Januja Pradhan,Closed,DEP-03,PRJ-103
PO-40399,2025-11-08,PR-30467,V-1012,Kitply Industries,Carpentry,I-5021,Adhesive Fevicol SH (5kg),44,Can,957.99,42151.78,INR,2025-11-26,Net 15,Hemal Chad,Closed,DEP-01,PRJ-101
PO-40400,2026-01-25,PR-30468,V-1054,Ashirvad Pipes (Aliaxis),Plumbing Materials,I-5052,PVC Elbow 4 inch,22,Nos,86.64,1906.15,INR,2026-02-04,Net 15,Balveer Kota,Partially Delivered,DEP-06,PRJ-106
PO-40401,2026-01-01,PR-30470,V-1033,Vikram Solar,Solar Panels,I-5035,Module Mounting Structure (per kW),17,kW Set,4596.23,78135.98,INR,2026-01-09,Advance 20% + Net 30,Balveer Kota,Closed,DEP-02,PRJ-102
PO-40402,2026-05-02,PR-30471,V-1027,JSW Steel,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,25,Ton,846.5,21162.42,INR,2026-05-17,Advance 20% + Net 30,David Seshadri,Closed,DEP-03,PRJ-103
PO-40403,2026-04-24,PR-30472,V-1027,JSW Steel,Road Construction Materials,I-5026,Bitumen VG-30 (drum 180kg),10,Drum,8797.41,87974.12,INR,2026-05-01,Advance 20% + Net 30,David Seshadri,Partially Delivered,DEP-03,PRJ-103
PO-40404,2026-01-15,PR-30474,V-1000,Havells India,Electrical,I-5006,Cable Tray 300mm (2m length),22,Nos,892.94,19644.6,INR,2026-01-31,Net 15,Hemal Chad,Open,DEP-05,PRJ-105
PO-40405,2025-09-11,PR-30476,V-1039,Loom Solar,Solar Panels,I-5034,String Inverter 50kW,18,Nos,332137.05,5978466.96,INR,2025-09-30,Advance 20% + Net 30,Reva Viswanathan,Partially Delivered,DEP-05,PRJ-105
PO-40406,2025-10-18,PR-30477,V-1033,Vikram Solar,Solar Panels,I-5038,Combiner Box 6 in 1 out,13,Nos,5588.96,72656.49,INR,2025-10-30,Advance 20% + Net 30,Hemal Chad,Closed,DEP-04,PRJ-104
PO-40407,2025-12-01,PR-30478,V-1011,Greenply Industries,Carpentry,I-5018,Wood Screws 2 inch (box of 100),44,Box,155.46,6840.08,INR,2025-12-22,Net 60,Hemal Chad,Partially Delivered,DEP-06,PRJ-106
PO-40408,2025-11-26,PR-30479,V-1009,Orient Electric,Electrical,I-5010,MCCB 200A,19,Nos,7026.64,133506.24,INR,2025-12-14,Net 15,David Seshadri,Closed,DEP-05,PRJ-105
PO-40409,2026-07-10,PR-30481,V-1025,Dalmia Bharat Cement,Road Construction Materials,I-5027,Ready Mix Concrete M25,30,Cum,6281.29,188438.79,INR,2026-07-25,Net 60,Balveer Kota,Closed,DEP-04,PRJ-104
PO-40410,2026-05-25,PR-30483,V-1025,Dalmia Bharat Cement,Road Construction Materials,I-5029,Wire Mesh Fabric 6mm@150c/c,13,Ton,52049.3,676640.93,INR,2026-06-07,Net 60,Hemal Chad,Closed,DEP-03,PRJ-103
PO-40411,2026-03-22,PR-30484,V-1058,Kajaria Ceramics,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),48,Pcs,376.82,18087.47,INR,2026-03-29,Net 60,David Seshadri,Closed,DEP-04,PRJ-104
PO-40412,2025-11-01,PR-30485,V-1001,Polycab India,Electrical,I-5007,Junction Box IP65,41,Nos,190.44,7807.89,INR,2025-11-17,Net 30,David Seshadri,Cancelled,DEP-04,PRJ-104
PO-40413,2026-03-22,PR-30486,V-1052,Finolex Pipes,Plumbing Materials,I-5055,Sanitaryware Wash Basin,10,Nos,2188.43,21884.29,INR,2026-04-09,Net 45,Balveer Kota,Closed,DEP-02,PRJ-102
PO-40414,2026-08-03,PR-30487,V-1041,Amara Raja Batteries (Amaron),Batteries,I-5048,Battery Monitoring System (BMS module),9,Nos,4026.31,36236.75,INR,2026-08-08,Net 30,Balveer Kota,Closed,DEP-06,PRJ-106
PO-40415,2026-03-19,PR-30488,V-1026,Tata Steel,Road Construction Materials,I-5027,Ready Mix Concrete M25,19,Cum,5559.99,105639.9,INR,2026-04-01,Net 60,Hemal Chad,Open,DEP-05,PRJ-105
PO-40416,2025-12-24,PR-30489,V-1020,UltraTech Cement,Road Construction Materials,I-5026,Bitumen VG-30 (drum 180kg),43,Drum,9251.19,397801.26,INR,2026-01-06,Net 30,David Seshadri,Closed,DEP-04,PRJ-104
PO-40417,2026-02-20,PR-30490,V-1050,Astral Pipes,Plumbing Materials,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),13,Pcs,1084.74,14101.65,INR,2026-03-10,Net 60,Balveer Kota,Open,DEP-06,PRJ-106
PO-40418,2026-05-07,PR-30491,V-1023,Shree Cement,Road Construction Materials,I-5028,PQC Dowel Bar 32mm,7,Ton,59659.09,417613.65,INR,2026-05-22,Net 45,Balveer Kota,Closed,DEP-05,PRJ-105
PO-40419,2026-04-21,PR-30492,V-1000,Havells India,Electrical,I-5002,MCB 32A Single Pole,30,Nos,140.56,4216.72,INR,2026-05-12,Net 15,Hemal Chad,Closed,DEP-06,PRJ-106
PO-40420,2025-11-02,PR-30493,V-1006,Legrand India,Electrical,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,31,Mtr,374.43,11607.3,INR,2025-11-06,Net 45,Reva Viswanathan,Closed,DEP-04,PRJ-104
PO-40421,2026-07-31,PR-30494,V-1031,Waaree Energies,Solar Panels,I-5039,Earthing Kit for Module Structure,39,Set,818.22,31910.77,INR,2026-08-18,Net 30,Januja Pradhan,Closed,DEP-06,PRJ-106
PO-40422,2026-07-31,PR-30495,V-1018,Ebco Private Ltd,Carpentry,I-5019,Veneer Sheet Teak (8x4 ft),20,Sheet,4132.28,82645.58,INR,2026-08-15,Net 45,David Seshadri,Partially Delivered,DEP-05,PRJ-105
PO-40423,2026-04-23,PR-30496,V-1008,KEI Industries,Electrical,I-5008,Earthing Strip GI 25x3mm,32,Mtr,91.63,2932.09,INR,2026-04-27,Net 30,David Seshadri,Closed,DEP-06,PRJ-106
PO-40424,2026-02-04,PR-30497,V-1005,Crompton Greaves Consumer,Electrical,I-5008,Earthing Strip GI 25x3mm,24,Mtr,88.4,2121.65,INR,2026-02-24,Advance 20% + Net 30,David Seshadri,Closed,DEP-03,PRJ-103
PO-40425,2026-06-15,PR-30498,V-1058,Kajaria Ceramics,Plumbing Materials,I-5059,Pipe Clamp GI 4 inch,15,Nos,65.63,984.46,INR,2026-06-26,Net 60,Hemal Chad,Closed,DEP-02,PRJ-102
PO-40426,2026-01-21,PR-30499,V-1008,KEI Industries,Electrical,I-5011,Cable Gland Brass 25mm,12,Nos,52.16,625.96,INR,2026-01-29,Net 30,Hemal Chad,Closed,DEP-02,PRJ-102
PO-40427,2026-06-11,PR-30500,V-1002,Finolex Cables,Electrical,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),21,Coil,1837.24,38582.08,INR,2026-06-22,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-03,PRJ-103
PO-40428,2026-05-12,PR-30501,V-1059,Roto Pumps,Plumbing Materials,I-5059,Pipe Clamp GI 4 inch,33,Nos,65.07,2147.18,INR,2026-05-16,Advance 20% + Net 30,Reva Viswanathan,Closed,DEP-06,PRJ-106
PO-40429,2026-05-09,PR-30502,V-1032,Adani Solar,Solar Panels,I-5038,Combiner Box 6 in 1 out,52,Nos,6104.3,317423.78,INR,2026-05-24,Net 60,Balveer Kota,Closed,DEP-05,PRJ-105
PO-40430,2026-04-17,PR-30503,V-1033,Vikram Solar,Solar Panels,I-5034,String Inverter 50kW,22,Nos,375131.37,8252890.21,INR,2026-04-22,Advance 20% + Net 30,Reva Viswanathan,Partially Delivered,DEP-04,PRJ-104
PO-40431,2026-05-10,PR-30504,V-1030,Tata Power Solar,Solar Panels,I-5034,String Inverter 50kW,23,Nos,359941.79,8278661.13,INR,2026-05-19,Net 60,David Seshadri,Partially Delivered,DEP-06,PRJ-106
PO-40432,2025-10-10,PR-30505,V-1056,Jaquar Group,Plumbing Materials,I-5052,PVC Elbow 4 inch,31,Nos,77.56,2404.27,INR,2025-10-24,Net 15,Balveer Kota,Cancelled,DEP-05,PRJ-105
PO-40433,2025-11-01,PR-30506,V-1019,Sarvottam Plywood,Carpentry,I-5020,PVC Edge Banding Tape (100m roll),80,Roll,593.96,47517.2,INR,2025-11-10,Net 15,Januja Pradhan,Partially Delivered,DEP-06,PRJ-106
PO-40434,2025-12-15,PR-30508,V-1004,V-Guard Industries,Electrical,I-5007,Junction Box IP65,24,Nos,176.42,4234.06,INR,2026-01-02,Advance 20% + Net 30,Balveer Kota,Closed,DEP-01,PRJ-101
PO-40435,2026-04-12,PR-30509,V-1000,Havells India,Electrical,I-5011,Cable Gland Brass 25mm,10,Nos,53.27,532.69,INR,2026-04-27,Net 15,Balveer Kota,Closed,DEP-02,PRJ-102
PO-40436,2026-04-06,PR-30510,V-1056,Jaquar Group,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),17,Pcs,358.86,6100.57,INR,2026-04-21,Net 15,David Seshadri,Closed,DEP-06,PRJ-106
PO-40437,2026-07-07,PR-30511,V-1046,Livguard Energy,Batteries,I-5048,Battery Monitoring System (BMS module),23,Nos,3905.63,89829.44,INR,2026-07-14,Net 15,Hemal Chad,Open,DEP-06,PRJ-106
PO-40438,2025-12-17,PR-30512,V-1032,Adani Solar,Solar Panels,I-5038,Combiner Box 6 in 1 out,52,Nos,5950.89,309446.34,INR,2026-01-07,Net 60,Hemal Chad,Closed,DEP-02,PRJ-102
PO-40439,2025-09-29,PR-30513,V-1036,Emmvee Solar,Solar Panels,I-5033,Solar Module 550Wp Bifacial,17,Nos,11947.28,203103.75,INR,2025-10-03,Net 45,David Seshadri,Closed,DEP-01,PRJ-101
PO-40440,2025-09-28,PR-30514,V-1027,JSW Steel,Road Construction Materials,I-5027,Ready Mix Concrete M25,16,Cum,5292.09,84673.43,INR,2025-10-04,Advance 20% + Net 30,Balveer Kota,Closed,DEP-06,PRJ-106
PO-40441,2026-02-22,PR-30515,V-1045,HBL Power Systems,Batteries,I-5044,Inverter 2.5kVA Pure Sinewave,4,Nos,15560.65,62242.58,INR,2026-03-05,Net 45,Reva Viswanathan,Closed,DEP-05,PRJ-105
PO-40442,2026-04-20,PR-30516,V-1043,Su-Kam Power Systems,Batteries,I-5045,VRLA SMF Battery 12V 100Ah,21,Nos,9682.78,203338.4,INR,2026-04-27,Net 15,Hemal Chad,Closed,DEP-06,PRJ-106
PO-40443,2026-04-17,PR-30517,V-1022,Ambuja Cements,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,37,Ton,60972.09,2255967.31,INR,2026-04-28,Net 15,Hemal Chad,Closed,DEP-03,PRJ-103
PO-40444,2026-05-26,PR-30518,V-1026,Tata Steel,Road Construction Materials,I-5030,Kerb Stone Precast,21,Nos,208.01,4368.27,INR,2026-06-06,Net 60,David Seshadri,Closed,DEP-04,PRJ-104
PO-40445,2026-02-05,PR-30519,V-1048,Base Corporation,Batteries,I-5046,Battery Rack 4-Tier MS,11,Nos,3071.45,33785.93,INR,2026-02-17,Net 30,Hemal Chad,Closed,DEP-06,PRJ-106
PO-40446,2026-06-04,PR-30520,V-1058,Kajaria Ceramics,Plumbing Materials,I-5053,Ball Valve 1 inch Brass,21,Nos,318.68,6692.24,INR,2026-06-11,Net 60,Januja Pradhan,Closed,DEP-02,PRJ-102
PO-40447,2026-03-20,PR-30522,V-1007,Schneider Electric India,Electrical,I-5011,Cable Gland Brass 25mm,5,Nos,51.88,259.38,INR,2026-04-02,Net 30,Januja Pradhan,Closed,DEP-05,PRJ-105
PO-40448,2025-10-20,PR-30523,V-1027,JSW Steel,Road Construction Materials,I-5029,Wire Mesh Fabric 6mm@150c/c,35,Ton,50204.8,1757168.0,INR,2025-11-01,Advance 20% + Net 30,Hemal Chad,Closed,DEP-04,PRJ-104
PO-40449,2025-10-23,PR-30524,V-1016,Merino Laminates,Carpentry,I-5018,Wood Screws 2 inch (box of 100),24,Box,158.13,3795.24,INR,2025-10-26,Net 15,David Seshadri,Closed,DEP-04,PRJ-104
PO-40450,2025-10-26,PR-30525,V-1037,RenewSys India,Solar Panels,I-5032,Solar Module 540Wp Mono PERC,12,Nos,10900.84,130810.1,INR,2025-11-12,Net 45,Balveer Kota,Partially Delivered,DEP-06,PRJ-106
PO-40451,2026-03-23,PR-30526,V-1001,Polycab India,Electrical,I-5006,Cable Tray 300mm (2m length),11,Nos,948.19,10430.14,INR,2026-03-31,Net 30,Hemal Chad,Cancelled,DEP-02,PRJ-102
PO-40452,2026-03-03,PR-30527,V-1059,Roto Pumps,Plumbing Materials,I-5054,Water Tank 1000L HDPE,28,Nos,6760.26,189287.33,INR,2026-03-11,Advance 20% + Net 30,Balveer Kota,Closed,DEP-01,PRJ-101
PO-40453,2026-01-23,PR-30528,V-1020,UltraTech Cement,Road Construction Materials,I-5023,TMT Steel Bar Fe500D 12mm,45,Ton,59451.64,2675323.96,INR,2026-01-30,Net 30,Reva Viswanathan,Closed,DEP-03,PRJ-103
PO-40454,2026-02-17,PR-30529,V-1016,Merino Laminates,Carpentry,I-5013,Laminate Sheet 1mm (8x4 ft),25,Sheet,1165.57,29139.24,INR,2026-03-02,Net 15,Hemal Chad,Closed,DEP-06,PRJ-106
PO-40455,2026-04-06,PR-30530,V-1023,Shree Cement,Road Construction Materials,I-5031,Geotextile Fabric (roll 100m2),22,Roll,4665.2,102634.37,INR,2026-04-09,Net 45,David Seshadri,Closed,DEP-02,PRJ-102
PO-40456,2026-06-16,PR-30531,V-1012,Kitply Industries,Carpentry,I-5014,MDF Board 12mm (8x4 ft),79,Sheet,1606.93,126947.71,INR,2026-06-19,Net 15,Reva Viswanathan,Closed,DEP-02,PRJ-102
PO-40457,2025-11-16,PR-30532,V-1002,Finolex Cables,Electrical,I-5005,Modular Switch 6A,11,Nos,54.18,595.95,INR,2025-11-23,Advance 20% + Net 30,Balveer Kota,Open,DEP-02,PRJ-102
PO-40458,2025-09-21,PR-30533,V-1007,Schneider Electric India,Electrical,I-5010,MCCB 200A,27,Nos,7093.71,191530.14,INR,2025-10-02,Net 30,Januja Pradhan,Partially Delivered,DEP-01,PRJ-101
PO-40459,2026-05-02,PR-30534,V-1035,Premier Energies,Solar Panels,I-5033,Solar Module 550Wp Bifacial,14,Nos,13353.68,186951.52,INR,2026-05-11,Net 15,David Seshadri,Closed,DEP-05,PRJ-105
PO-40460,2025-09-07,PR-30535,V-1001,Polycab India,Electrical,I-5009,Contactor 40A 3 Pole,4,Nos,1155.92,4623.69,INR,2025-09-28,Net 30,Reva Viswanathan,Closed,DEP-01,PRJ-101
PO-40461,2026-03-21,PR-30536,V-1038,Websol Energy System,Solar Panels,I-5037,MC4 Connector Pair,6,Pair,88.81,532.86,INR,2026-04-09,Net 45,Hemal Chad,Partially Delivered,DEP-04,PRJ-104
PO-40462,2026-02-22,PR-30539,V-1026,Tata Steel,Road Construction Materials,I-5024,Crushed Stone Aggregate 20mm,11,Ton,832.31,9155.38,INR,2026-03-03,Net 60,Januja Pradhan,Cancelled,DEP-03,PRJ-103
PO-40463,2026-07-22,PR-30540,V-1051,Supreme Industries,Plumbing Materials,I-5059,Pipe Clamp GI 4 inch,17,Nos,68.57,1165.77,INR,2026-07-28,Net 30,Hemal Chad,Closed,DEP-01,PRJ-101
PO-40464,2026-06-23,PR-30542,V-1052,Finolex Pipes,Plumbing Materials,I-5051,CPVC Pipe 1 inch (3m length),14,Pcs,407.06,5698.78,INR,2026-07-07,Net 45,Januja Pradhan,Closed,DEP-06,PRJ-106
PO-40465,2025-10-01,PR-30543,V-1001,Polycab India,Electrical,I-5010,MCCB 200A,56,Nos,6645.31,372137.51,INR,2025-10-16,Net 30,Reva Viswanathan,Closed,DEP-06,PRJ-106
PO-40466,2025-10-30,PR-30544,V-1033,Vikram Solar,Solar Panels,I-5039,Earthing Kit for Module Structure,22,Set,783.11,17228.38,INR,2025-11-12,Advance 20% + Net 30,Balveer Kota,Closed,DEP-06,PRJ-106
PO-40467,2025-11-19,PR-30545,V-1030,Tata Power Solar,Solar Panels,I-5039,Earthing Kit for Module Structure,9,Set,795.53,7159.79,INR,2025-12-05,Net 60,Hemal Chad,Cancelled,DEP-01,PRJ-101
PO-40468,2026-04-06,PR-30546,V-1011,Greenply Industries,Carpentry,I-5012,Plywood 19mm BWP (8x4 ft),16,Sheet,3285.12,52561.93,INR,2026-04-23,Net 60,Januja Pradhan,Partially Delivered,DEP-01,PRJ-101
