PRNo,PRDate,DeptCode,DeptName,ProjectCode,ProjectName,ItemCode,ItemDescription,Vertical,RequestedQty,UOM,RequiredByDate,RequestedBy,Priority,Status
PR-30718,2025-11-12,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,46,Nos,2025-12-10,Warinder Chauhan,High,Converted to PO
PR-30719,2026-07-23,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5002,MCB 32A Single Pole,Electrical,29,Nos,2026-08-19,Wakeeta Shetty,Low,Converted to PO
PR-30720,2025-10-09,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,36,Pcs,2025-10-24,Bhavini Bose,Medium,Converted to PO
PR-30721,2026-02-27,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5035,Module Mounting Structure (per kW),Solar Panels,22,kW Set,2026-03-08,Ekantika Mutti,High,Converted to PO
PR-30722,2026-08-05,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5035,Module Mounting Structure (per kW),Solar Panels,8,kW Set,2026-08-26,Aahana Hora,Medium,Converted to PO
PR-30723,2026-05-12,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,31,Nos,2026-06-10,Riya Mitter,High,Rejected
PR-30724,2026-01-20,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5054,Water Tank 1000L HDPE,Plumbing Materials,21,Nos,2026-02-04,Ria Bir,Medium,Converted to PO
PR-30725,2026-06-17,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,7,Roll,2026-07-06,Ekanta Soni,Low,Converted to PO
PR-30726,2026-02-25,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,28,Nos,2026-03-24,Ekanta Soni,Medium,Converted to PO
PR-30727,2026-03-03,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,9,Drum,2026-03-31,Wakeeta Shetty,Medium,Converted to PO
PR-30728,2026-06-03,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,11,Roll,2026-07-03,Wakeeta Shetty,Medium,Converted to PO
PR-30729,2026-02-13,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,17,Nos,2026-02-20,Baljiwan Bhandari,Medium,Converted to PO
PR-30730,2026-05-31,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5005,Modular Switch 6A,Electrical,17,Nos,2026-06-18,Riya Mitter,High,Converted to PO
PR-30731,2026-01-04,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,7,Bag,2026-01-28,Ekantika Mutti,High,Converted to PO
PR-30732,2025-12-08,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5041,Solar Cable Gland Set,Solar Panels,14,Set,2025-12-28,Dayita Shenoy,Medium,Converted to PO
PR-30733,2026-05-02,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5058,Submersible Pump 1HP,Plumbing Materials,44,Nos,2026-05-26,Benjamin Sengupta,Low,Converted to PO
PR-30734,2026-02-25,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,29,Nos,2026-03-19,Michael Borra,High,Pending Approval
PR-30735,2026-01-20,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5011,Cable Gland Brass 25mm,Electrical,37,Nos,2026-02-14,Yashica Rajagopalan,High,Converted to PO
PR-30736,2026-02-09,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5059,Pipe Clamp GI 4 inch,Plumbing Materials,22,Nos,2026-02-16,Warinder Chauhan,Medium,Cancelled
PR-30737,2026-07-12,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5033,Solar Module 550Wp Bifacial,Solar Panels,17,Nos,2026-07-21,Yashica Rajagopalan,High,Converted to PO
PR-30738,2026-03-28,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5038,Combiner Box 6 in 1 out,Solar Panels,10,Nos,2026-04-16,Michael Borra,Low,Converted to PO
PR-30739,2026-05-27,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,23,Ton,2026-06-11,Baljiwan Bhandari,High,Converted to PO
PR-30740,2026-07-23,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,77,Nos,2026-08-18,Dayita Shenoy,High,Converted to PO
PR-30741,2026-02-07,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,34,Pcs,2026-02-23,Bhavini Bose,High,Converted to PO
PR-30742,2026-02-21,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5033,Solar Module 550Wp Bifacial,Solar Panels,26,Nos,2026-03-07,Wakeeta Shetty,Low,Converted to PO
PR-30743,2026-02-12,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5010,MCCB 200A,Electrical,18,Nos,2026-03-07,Yashica Rajagopalan,Medium,Converted to PO
PR-30744,2026-05-06,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5008,Earthing Strip GI 25x3mm,Electrical,12,Mtr,2026-06-01,Daksh Pandey,Low,Converted to PO
PR-30745,2026-02-03,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,36,Nos,2026-02-22,Dayita Shenoy,High,Converted to PO
PR-30746,2026-06-20,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5015,Hinges SS 4 inch,Carpentry,41,Pair,2026-07-17,Warinder Chauhan,Low,Converted to PO
PR-30747,2026-01-11,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5041,Solar Cable Gland Set,Solar Panels,13,Set,2026-01-31,Yashica Rajagopalan,Low,Converted to PO
PR-30748,2025-09-22,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5038,Combiner Box 6 in 1 out,Solar Panels,14,Nos,2025-10-21,Michael Borra,Medium,Converted to PO
PR-30749,2026-01-25,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5030,Kerb Stone Precast,Road Construction Materials,36,Nos,2026-02-10,Ekantika Mutti,High,Converted to PO
PR-30750,2026-01-02,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,18,Sheet,2026-01-22,Daksh Pandey,Medium,Converted to PO
PR-30751,2026-03-20,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5012,Plywood 19mm BWP (8x4 ft),Carpentry,47,Sheet,2026-04-08,Ekantika Mutti,Medium,Converted to PO
PR-30752,2025-10-04,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5010,MCCB 200A,Electrical,31,Nos,2025-10-24,Warinder Chauhan,Medium,Converted to PO
PR-30753,2026-06-16,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5042,Tubular Battery 150Ah C10,Batteries,22,Nos,2026-07-10,Bhavini Bose,Low,Converted to PO
PR-30754,2026-04-21,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,31,Ton,2026-05-15,Wakeeta Shetty,High,Pending Approval
PR-30755,2026-01-10,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5048,Battery Monitoring System (BMS module),Batteries,23,Nos,2026-01-22,Warinder Chauhan,Medium,Converted to PO
PR-30756,2026-04-26,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5028,PQC Dowel Bar 32mm,Road Construction Materials,25,Ton,2026-05-14,Bhavini Bose,Medium,Converted to PO
PR-30757,2026-07-31,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5030,Kerb Stone Precast,Road Construction Materials,56,Nos,2026-08-21,Ekanta Soni,Low,Converted to PO
PR-30758,2026-01-18,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,18,Ton,2026-02-17,Benjamin Sengupta,High,Converted to PO
PR-30759,2025-10-04,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,12,Pcs,2025-10-13,Ekanta Soni,Low,Converted to PO
PR-30760,2026-01-27,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,35,Ton,2026-02-12,Dayita Shenoy,High,Converted to PO
PR-30761,2025-11-09,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,40,Mtr,2025-11-28,Daksh Pandey,High,Converted to PO
PR-30762,2026-02-01,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5009,Contactor 40A 3 Pole,Electrical,34,Nos,2026-03-01,Michael Borra,High,Converted to PO
PR-30763,2026-05-21,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,20,Nos,2026-06-05,Warinder Chauhan,Medium,Cancelled
PR-30764,2026-02-04,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5003,Distribution Board 8-Way,Electrical,9,Nos,2026-02-19,Riya Mitter,Medium,Converted to PO
PR-30765,2026-03-18,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5056,Concealed Cistern with Frame,Plumbing Materials,31,Set,2026-03-26,Ekantika Mutti,Medium,Converted to PO
PR-30766,2026-02-11,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,29,Pcs,2026-03-06,Warinder Chauhan,Low,Pending Approval
PR-30767,2026-03-11,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5014,MDF Board 12mm (8x4 ft),Carpentry,30,Sheet,2026-03-20,Benjamin Sengupta,High,Converted to PO
PR-30768,2025-11-11,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,10,Nos,2025-11-24,Aahana Hora,High,Pending Approval
PR-30769,2026-04-10,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,4,Pcs,2026-05-08,Warinder Chauhan,Medium,Converted to PO
PR-30770,2025-12-11,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5002,MCB 32A Single Pole,Electrical,22,Nos,2025-12-26,Dayita Shenoy,Medium,Converted to PO
PR-30771,2026-01-02,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5027,Ready Mix Concrete M25,Road Construction Materials,17,Cum,2026-01-25,Bhavini Bose,Medium,Converted to PO
PR-30772,2026-04-19,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5037,MC4 Connector Pair,Solar Panels,32,Pair,2026-05-07,Daksh Pandey,Medium,Converted to PO
PR-30773,2026-04-20,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,15,Nos,2026-05-01,Benjamin Sengupta,Medium,Converted to PO
PR-30774,2026-01-17,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,25,Ton,2026-02-03,Daksh Pandey,Medium,Converted to PO
PR-30775,2026-05-03,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5005,Modular Switch 6A,Electrical,31,Nos,2026-05-29,Wakeeta Shetty,Medium,Converted to PO
PR-30776,2026-04-08,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5041,Solar Cable Gland Set,Solar Panels,30,Set,2026-05-04,Michael Borra,Medium,Converted to PO
PR-30777,2026-01-05,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5028,PQC Dowel Bar 32mm,Road Construction Materials,43,Ton,2026-01-18,Yashica Rajagopalan,High,Rejected
PR-30778,2026-01-22,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5039,Earthing Kit for Module Structure,Solar Panels,26,Set,2026-02-15,Benjamin Sengupta,Medium,Converted to PO
PR-30779,2026-07-17,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,25,Ton,2026-08-03,Daksh Pandey,Medium,Converted to PO
PR-30780,2026-05-06,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,17,Roll,2026-05-30,Ekantika Mutti,Low,Converted to PO
PR-30781,2026-01-31,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,14,Bag,2026-02-15,Ekantika Mutti,High,Converted to PO
PR-30782,2026-07-08,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5025,River Sand (fine aggregate),Road Construction Materials,30,Ton,2026-07-29,Baljiwan Bhandari,High,Converted to PO
PR-30783,2026-07-27,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,13,Bag,2026-08-12,Benjamin Sengupta,Medium,Converted to PO
PR-30784,2026-05-11,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,58,Ton,2026-05-30,Dayita Shenoy,Medium,Converted to PO
PR-30785,2025-12-25,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5011,Cable Gland Brass 25mm,Electrical,34,Nos,2026-01-16,Wakeeta Shetty,Medium,Converted to PO
PR-30786,2026-06-29,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5003,Distribution Board 8-Way,Electrical,29,Nos,2026-07-07,Baljiwan Bhandari,Medium,Converted to PO
PR-30787,2025-11-01,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5056,Concealed Cistern with Frame,Plumbing Materials,43,Set,2025-11-28,Warinder Chauhan,Medium,Converted to PO
PR-30788,2026-07-01,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,21,Nos,2026-07-17,Warinder Chauhan,Medium,Converted to PO
PR-30789,2026-07-06,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5028,PQC Dowel Bar 32mm,Road Construction Materials,17,Ton,2026-07-18,Daksh Pandey,Medium,Rejected
PR-30790,2025-10-10,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,26,Nos,2025-11-05,Warinder Chauhan,Low,Converted to PO
PR-30791,2025-10-09,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5047,Battery Interconnect Cable Set,Batteries,39,Set,2025-10-24,Warinder Chauhan,Medium,Converted to PO
PR-30792,2026-04-22,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5003,Distribution Board 8-Way,Electrical,23,Nos,2026-05-17,Ekantika Mutti,Medium,Converted to PO
PR-30793,2026-01-23,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5036,DC Cable 4 sqmm Solar Grade (100m),Solar Panels,33,Coil,2026-02-22,Benjamin Sengupta,Medium,Converted to PO
PR-30794,2026-02-12,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,24,Nos,2026-03-14,Riya Mitter,High,Converted to PO
PR-30795,2026-07-04,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5052,PVC Elbow 4 inch,Plumbing Materials,15,Nos,2026-07-21,Ekanta Soni,Medium,Converted to PO
PR-30796,2026-02-19,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,12,Nos,2026-03-13,Yashica Rajagopalan,Low,Converted to PO
PR-30797,2025-09-01,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,5,Nos,2025-09-24,Daksh Pandey,High,Converted to PO
PR-30798,2025-10-05,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,18,Sheet,2025-10-20,Aahana Hora,Medium,Converted to PO
PR-30799,2026-05-14,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,14,Nos,2026-05-31,Ekantika Mutti,Medium,Converted to PO
PR-30800,2025-10-18,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5030,Kerb Stone Precast,Road Construction Materials,17,Nos,2025-10-27,Ekanta Soni,Medium,Converted to PO
PR-30801,2025-09-15,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5010,MCCB 200A,Electrical,16,Nos,2025-10-08,Dayita Shenoy,High,Converted to PO
PR-30802,2025-11-19,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,12,Ton,2025-11-28,Daksh Pandey,High,Converted to PO
PR-30803,2025-11-07,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5002,MCB 32A Single Pole,Electrical,24,Nos,2025-12-07,Baljiwan Bhandari,Medium,Cancelled
PR-30804,2025-09-11,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5028,PQC Dowel Bar 32mm,Road Construction Materials,10,Ton,2025-10-10,Yashica Rajagopalan,Medium,Converted to PO
PR-30805,2025-11-01,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5052,PVC Elbow 4 inch,Plumbing Materials,12,Nos,2025-11-08,Baljiwan Bhandari,High,Converted to PO
PR-30806,2026-03-20,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5002,MCB 32A Single Pole,Electrical,14,Nos,2026-03-27,Dayita Shenoy,Medium,Converted to PO
PR-30807,2025-11-28,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,29,Ton,2025-12-17,Bhavini Bose,Medium,Converted to PO
PR-30808,2025-12-08,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5042,Tubular Battery 150Ah C10,Batteries,4,Nos,2026-01-05,Ria Bir,Medium,Converted to PO
PR-30809,2026-07-05,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5048,Battery Monitoring System (BMS module),Batteries,52,Nos,2026-07-12,Dayita Shenoy,High,Converted to PO
PR-30810,2026-05-20,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5049,Deep Cycle Battery 200Ah,Batteries,20,Nos,2026-06-11,Ekanta Soni,Low,Converted to PO
PR-30811,2026-01-26,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5036,DC Cable 4 sqmm Solar Grade (100m),Solar Panels,15,Coil,2026-02-21,Ria Bir,Low,Converted to PO
PR-30812,2026-01-21,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5038,Combiner Box 6 in 1 out,Solar Panels,4,Nos,2026-02-05,Bhavini Bose,Medium,Converted to PO
PR-30813,2026-07-24,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5046,Battery Rack 4-Tier MS,Batteries,17,Nos,2026-08-07,Benjamin Sengupta,Medium,Converted to PO
PR-30814,2026-03-21,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5058,Submersible Pump 1HP,Plumbing Materials,7,Nos,2026-03-28,Benjamin Sengupta,Low,Converted to PO
PR-30815,2025-11-01,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5027,Ready Mix Concrete M25,Road Construction Materials,8,Cum,2025-11-12,Ria Bir,Medium,Converted to PO
PR-30816,2025-10-28,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,15,Nos,2025-11-14,Yashica Rajagopalan,Medium,Cancelled
PR-30817,2026-07-14,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5015,Hinges SS 4 inch,Carpentry,26,Pair,2026-08-09,Ekantika Mutti,Low,Converted to PO
PR-30818,2026-07-12,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5011,Cable Gland Brass 25mm,Electrical,24,Nos,2026-07-27,Aahana Hora,High,Converted to PO
PR-30819,2026-03-14,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5059,Pipe Clamp GI 4 inch,Plumbing Materials,27,Nos,2026-03-21,Ekantika Mutti,High,Converted to PO
PR-30820,2025-11-26,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5048,Battery Monitoring System (BMS module),Batteries,31,Nos,2025-12-15,Ria Bir,Medium,Converted to PO
PR-30821,2026-06-20,DEP-06,Carpentry & Interiors,PRJ-106,Corporate Office Interiors - Mumbai,I-5048,Battery Monitoring System (BMS module),Batteries,25,Nos,2026-07-08,Warinder Chauhan,Medium,Converted to PO
PR-30822,2026-05-30,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5041,Solar Cable Gland Set,Solar Panels,27,Set,2026-06-12,Riya Mitter,Medium,Converted to PO
PR-30823,2025-11-25,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5016,Drawer Channel 18 inch Telescopic,Carpentry,34,Pair,2025-12-18,Ekanta Soni,High,Converted to PO
PR-30824,2026-06-01,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5014,MDF Board 12mm (8x4 ft),Carpentry,13,Sheet,2026-06-11,Dayita Shenoy,Medium,Converted to PO
PR-30825,2025-09-25,DEP-01,Electrical Execution,PRJ-101,Solar Rooftop Phase 2 - Nashik,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,49,Ton,2025-10-17,Michael Borra,High,Converted to PO
PR-30826,2026-04-24,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5004,LED Flood Light 100W,Electrical,15,Nos,2026-05-17,Bhavini Bose,Medium,Converted to PO
PR-30827,2026-01-07,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5048,Battery Monitoring System (BMS module),Batteries,40,Nos,2026-01-30,Michael Borra,Medium,Rejected
PR-30828,2025-12-15,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,16,Mtr,2025-12-24,Ria Bir,Low,Converted to PO
PR-30829,2026-07-30,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5052,PVC Elbow 4 inch,Plumbing Materials,70,Nos,2026-08-15,Michael Borra,High,Converted to PO
PR-30830,2026-01-30,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,124,Pcs,2026-02-17,Daksh Pandey,Low,Converted to PO
PR-30831,2025-11-14,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,41,Coil,2025-12-14,Ekantika Mutti,High,Converted to PO
PR-30832,2026-05-08,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5039,Earthing Kit for Module Structure,Solar Panels,16,Set,2026-05-28,Warinder Chauhan,Medium,Converted to PO
PR-30833,2026-07-23,DEP-04,MEP (Mechanical Electrical Plumbing),PRJ-104,Commercial Complex Fit-out - Pune,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,24,Ton,2026-08-07,Benjamin Sengupta,Low,Converted to PO
PR-30834,2026-01-09,DEP-02,Civil & Infrastructure,PRJ-102,Road & Site Development - Aurangabad,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,9,Roll,2026-01-22,Aahana Hora,High,Converted to PO
PR-30835,2026-06-23,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5046,Battery Rack 4-Tier MS,Batteries,25,Nos,2026-07-17,Ekanta Soni,Medium,Converted to PO
PR-30836,2026-02-01,DEP-03,Solar EPC,PRJ-103,Ground Mount Solar Plant - Ahmednagar,I-5030,Kerb Stone Precast,Road Construction Materials,55,Nos,2026-02-23,Riya Mitter,High,Cancelled
PR-30837,2025-10-25,DEP-05,Maintenance & Facilities,PRJ-105,O&M Contracts - Multiple Sites,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,14,Drum,2025-11-05,Ekanta Soni,Medium,Converted to PO
