GRNNo,GRNDate,PONo,VendorCode,WarehouseCode,ItemCode,ItemDescription,Vertical,ReceivedQty,AcceptedQty,RejectedQty,UOM,InspectedBy,QCStatus
GRN-50508,2026-08-07,PO-40502,V-1005,WH-01,I-5004,LED Flood Light 100W,Electrical,28,28,0,Nos,Charles Natt,Accepted
GRN-50509,2026-08-06,PO-40503,V-1009,WH-01,I-5010,MCCB 200A,Electrical,13,13,0,Nos,Lila Rege,Accepted
GRN-50510,2025-11-12,PO-40504,V-1029,WH-03,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,17,17,0,Bag,Inaya Mukherjee,Accepted
GRN-50511,2026-02-17,PO-40505,V-1016,WH-01,I-5019,Veneer Sheet Teak (8x4 ft),Carpentry,36,36,0,Sheet,Lila Rege,Accepted
GRN-50512,2026-04-06,PO-40506,V-1015,WH-01,I-5020,PVC Edge Banding Tape (100m roll),Carpentry,13,13,0,Roll,Inaya Mukherjee,Accepted
GRN-50513,2026-08-19,PO-40507,V-1039,WH-02,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,20,20,0,Nos,Bhanumati Krishnan,Accepted
GRN-50514,2025-10-10,PO-40508,V-1045,WH-01,I-5048,Battery Monitoring System (BMS module),Batteries,19,19,0,Nos,Inaya Mukherjee,Accepted
GRN-50515,2026-01-10,PO-40509,V-1020,WH-01,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,45,43,2,Drum,Bhanumati Krishnan,Rejected - Partial
GRN-50516,2025-12-16,PO-40510,V-1048,WH-02,I-5049,Deep Cycle Battery 200Ah,Batteries,12,12,0,Nos,Charles Natt,Accepted
GRN-50517,2026-07-27,PO-40512,V-1039,WH-01,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,18,18,0,Nos,Forum Chandra,Accepted
GRN-50518,2026-08-19,PO-40513,V-1040,WH-01,I-5047,Battery Interconnect Cable Set,Batteries,21,20,1,Set,Charles Natt,Rejected - Partial
GRN-50519,2026-04-20,PO-40514,V-1030,WH-02,I-5037,MC4 Connector Pair,Solar Panels,18,18,0,Pair,Gauri Bumb,Accepted
GRN-50520,2026-04-28,PO-40515,V-1005,WH-01,I-5011,Cable Gland Brass 25mm,Electrical,15,15,0,Nos,Lila Rege,Accepted
GRN-50521,2026-08-27,PO-40517,V-1025,WH-01,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,37,37,0,Ton,Inaya Mukherjee,Accepted
GRN-50522,2026-03-11,PO-40518,V-1032,WH-01,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,48,48,0,Nos,Charles Natt,Accepted
GRN-50523,2025-10-02,PO-40519,V-1041,WH-01,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,5,5,0,Nos,Bhanumati Krishnan,Accepted
GRN-50524,2025-10-04,PO-40519,V-1041,WH-02,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,6,6,0,Nos,Lila Rege,Accepted
GRN-50525,2025-10-09,PO-40520,V-1040,WH-03,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,19,19,0,Nos,Bhanumati Krishnan,Accepted
GRN-50526,2025-10-29,PO-40521,V-1014,WH-01,I-5016,Drawer Channel 18 inch Telescopic,Carpentry,10,10,0,Pair,Inaya Mukherjee,Accepted
GRN-50527,2025-09-15,PO-40522,V-1020,WH-03,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,1,1,0,Ton,Bhanumati Krishnan,Accepted
GRN-50528,2026-05-26,PO-40523,V-1034,WH-01,I-5034,String Inverter 50kW,Solar Panels,21,21,0,Nos,Charles Natt,Accepted
GRN-50529,2025-12-28,PO-40524,V-1036,WH-01,I-5035,Module Mounting Structure (per kW),Solar Panels,13,13,0,kW Set,Bhanumati Krishnan,Accepted
GRN-50530,2026-03-31,PO-40525,V-1033,WH-02,I-5034,String Inverter 50kW,Solar Panels,31,31,0,Nos,Charles Natt,Accepted
GRN-50531,2026-06-21,PO-40526,V-1038,WH-01,I-5038,Combiner Box 6 in 1 out,Solar Panels,7,7,0,Nos,Charles Natt,Accepted
GRN-50532,2026-01-25,PO-40527,V-1041,WH-01,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,8,8,0,Nos,Charles Natt,Accepted
GRN-50533,2026-08-06,PO-40528,V-1038,WH-03,I-5034,String Inverter 50kW,Solar Panels,18,18,0,Nos,Lila Rege,Accepted
GRN-50534,2026-06-21,PO-40529,V-1009,WH-03,I-5011,Cable Gland Brass 25mm,Electrical,6,6,0,Nos,Inaya Mukherjee,Accepted
GRN-50535,2026-07-15,PO-40530,V-1037,WH-01,I-5034,String Inverter 50kW,Solar Panels,9,9,0,Nos,Lila Rege,Accepted
GRN-50536,2026-06-30,PO-40531,V-1032,WH-02,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,5,5,0,Nos,Gauri Bumb,Accepted
GRN-50537,2026-07-09,PO-40531,V-1032,WH-01,I-5040,Anti-Reflective Glass Panel (spare),Solar Panels,5,5,0,Nos,Charles Natt,Accepted
GRN-50538,2026-02-10,PO-40532,V-1040,WH-03,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,48,48,0,Nos,Forum Chandra,Accepted
GRN-50539,2026-02-19,PO-40533,V-1031,WH-03,I-5039,Earthing Kit for Module Structure,Solar Panels,18,17,1,Set,Inaya Mukherjee,Rejected - Partial
GRN-50540,2026-05-05,PO-40534,V-1030,WH-02,I-5036,DC Cable 4 sqmm Solar Grade (100m),Solar Panels,9,9,0,Coil,Inaya Mukherjee,Accepted
GRN-50541,2026-05-09,PO-40534,V-1030,WH-01,I-5036,DC Cable 4 sqmm Solar Grade (100m),Solar Panels,9,9,0,Coil,Charles Natt,Accepted
GRN-50542,2026-02-12,PO-40535,V-1040,WH-01,I-5049,Deep Cycle Battery 200Ah,Batteries,30,30,0,Nos,Bhanumati Krishnan,Accepted
GRN-50543,2026-05-23,PO-40536,V-1017,WH-01,I-5017,Door Lock Mortise Set,Carpentry,19,19,0,Set,Lila Rege,Accepted
GRN-50544,2026-02-18,PO-40537,V-1025,WH-03,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,65,64,1,Ton,Gauri Bumb,Rejected - Partial
GRN-50545,2025-10-24,PO-40538,V-1037,WH-02,I-5038,Combiner Box 6 in 1 out,Solar Panels,19,19,0,Nos,Forum Chandra,Accepted
GRN-50546,2026-06-29,PO-40539,V-1012,WH-01,I-5014,MDF Board 12mm (8x4 ft),Carpentry,20,20,0,Sheet,Inaya Mukherjee,Accepted
GRN-50547,2026-06-08,PO-40540,V-1003,WH-02,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,4,4,0,Mtr,Lila Rege,Accepted
GRN-50548,2026-06-13,PO-40540,V-1003,WH-02,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,4,4,0,Mtr,Lila Rege,Accepted
GRN-50549,2025-10-02,PO-40541,V-1044,WH-02,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,21,21,0,Nos,Gauri Bumb,Accepted
GRN-50550,2026-07-13,PO-40542,V-1047,WH-01,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,28,28,0,Nos,Lila Rege,Accepted
GRN-50551,2026-06-06,PO-40543,V-1011,WH-01,I-5020,PVC Edge Banding Tape (100m roll),Carpentry,46,46,0,Roll,Forum Chandra,Accepted
GRN-50552,2025-11-04,PO-40544,V-1001,WH-03,I-5010,MCCB 200A,Electrical,26,26,0,Nos,Charles Natt,Accepted
GRN-50553,2025-10-05,PO-40545,V-1043,WH-01,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,29,27,2,Nos,Bhanumati Krishnan,Rejected - Partial
GRN-50554,2025-11-03,PO-40546,V-1051,WH-01,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,15,15,0,Pcs,Charles Natt,Accepted
GRN-50555,2026-04-12,PO-40547,V-1054,WH-01,I-5056,Concealed Cistern with Frame,Plumbing Materials,20,20,0,Set,Forum Chandra,Accepted
GRN-50556,2026-01-29,PO-40548,V-1022,WH-01,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,13,13,0,Roll,Charles Natt,Accepted
GRN-50557,2026-06-20,PO-40549,V-1015,WH-01,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,23,22,1,Sheet,Bhanumati Krishnan,Rejected - Partial
GRN-50558,2026-06-20,PO-40550,V-1054,WH-02,I-5058,Submersible Pump 1HP,Plumbing Materials,37,37,0,Nos,Bhanumati Krishnan,Accepted
GRN-50559,2025-12-22,PO-40551,V-1059,WH-03,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,44,44,0,Nos,Lila Rege,Accepted
GRN-50560,2025-11-21,PO-40552,V-1024,WH-03,I-5030,Kerb Stone Precast,Road Construction Materials,10,10,0,Nos,Inaya Mukherjee,Accepted
GRN-50561,2026-02-01,PO-40553,V-1035,WH-03,I-5039,Earthing Kit for Module Structure,Solar Panels,7,7,0,Set,Charles Natt,Accepted
GRN-50562,2025-12-27,PO-40554,V-1028,WH-01,I-5030,Kerb Stone Precast,Road Construction Materials,22,22,0,Nos,Inaya Mukherjee,Accepted
GRN-50563,2026-07-29,PO-40555,V-1041,WH-01,I-5049,Deep Cycle Battery 200Ah,Batteries,45,45,0,Nos,Charles Natt,Accepted
GRN-50564,2025-11-02,PO-40556,V-1035,WH-03,I-5037,MC4 Connector Pair,Solar Panels,10,10,0,Pair,Bhanumati Krishnan,Accepted
GRN-50565,2025-11-06,PO-40556,V-1035,WH-02,I-5037,MC4 Connector Pair,Solar Panels,11,11,0,Pair,Charles Natt,Accepted
GRN-50566,2026-05-28,PO-40557,V-1018,WH-01,I-5015,Hinges SS 4 inch,Carpentry,21,21,0,Pair,Bhanumati Krishnan,Accepted
GRN-50567,2026-08-10,PO-40558,V-1011,WH-01,I-5021,Adhesive Fevicol SH (5kg),Carpentry,27,27,0,Can,Forum Chandra,Accepted
GRN-50568,2026-02-15,PO-40559,V-1017,WH-02,I-5015,Hinges SS 4 inch,Carpentry,11,11,0,Pair,Charles Natt,Accepted
GRN-50569,2026-03-15,PO-40560,V-1038,WH-01,I-5038,Combiner Box 6 in 1 out,Solar Panels,24,24,0,Nos,Lila Rege,Accepted
GRN-50570,2026-06-30,PO-40561,V-1021,WH-02,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,13,13,0,Ton,Lila Rege,Accepted
GRN-50571,2026-05-03,PO-40562,V-1033,WH-01,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,9,9,0,Nos,Charles Natt,Accepted
GRN-50572,2026-07-24,PO-40563,V-1048,WH-02,I-5048,Battery Monitoring System (BMS module),Batteries,10,10,0,Nos,Lila Rege,Accepted
GRN-50573,2026-03-14,PO-40564,V-1042,WH-01,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,15,15,0,Nos,Inaya Mukherjee,Accepted
GRN-50574,2026-03-09,PO-40565,V-1006,WH-01,I-5002,MCB 32A Single Pole,Electrical,6,6,0,Nos,Charles Natt,Accepted
GRN-50575,2026-03-19,PO-40566,V-1023,WH-02,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,12,12,0,Ton,Lila Rege,Accepted
GRN-50576,2026-06-02,PO-40568,V-1006,WH-02,I-5010,MCCB 200A,Electrical,31,31,0,Nos,Lila Rege,Accepted
GRN-50577,2026-04-21,PO-40570,V-1053,WH-01,I-5058,Submersible Pump 1HP,Plumbing Materials,58,58,0,Nos,Bhanumati Krishnan,Accepted
GRN-50578,2025-09-22,PO-40571,V-1024,WH-01,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,37,37,0,Drum,Charles Natt,Accepted
GRN-50579,2026-04-15,PO-40573,V-1051,WH-01,I-5054,Water Tank 1000L HDPE,Plumbing Materials,15,15,0,Nos,Gauri Bumb,Accepted
GRN-50580,2026-01-08,PO-40574,V-1020,WH-01,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,17,17,0,Ton,Bhanumati Krishnan,Accepted
GRN-50581,2026-01-13,PO-40574,V-1020,WH-01,I-5029,Wire Mesh Fabric 6mm@150c/c,Road Construction Materials,18,18,0,Ton,Inaya Mukherjee,Accepted
GRN-50582,2026-07-20,PO-40575,V-1030,WH-03,I-5039,Earthing Kit for Module Structure,Solar Panels,31,31,0,Set,Bhanumati Krishnan,Accepted
GRN-50583,2026-06-29,PO-40576,V-1002,WH-01,I-5011,Cable Gland Brass 25mm,Electrical,34,34,0,Nos,Lila Rege,Accepted
GRN-50584,2026-06-22,PO-40577,V-1051,WH-03,I-5056,Concealed Cistern with Frame,Plumbing Materials,20,20,0,Set,Bhanumati Krishnan,Accepted
GRN-50585,2026-03-14,PO-40578,V-1055,WH-01,I-5054,Water Tank 1000L HDPE,Plumbing Materials,2,2,0,Nos,Bhanumati Krishnan,Accepted
GRN-50586,2026-06-22,PO-40579,V-1026,WH-01,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,11,11,0,Bag,Gauri Bumb,Accepted
GRN-50587,2026-03-04,PO-40580,V-1025,WH-01,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,31,31,0,Bag,Forum Chandra,Accepted
GRN-50588,2025-11-19,PO-40581,V-1059,WH-01,I-5055,Sanitaryware Wash Basin,Plumbing Materials,15,15,0,Nos,Gauri Bumb,Accepted
GRN-50589,2025-10-07,PO-40582,V-1051,WH-02,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,7,7,0,Pcs,Gauri Bumb,Accepted
GRN-50590,2025-10-02,PO-40583,V-1001,WH-01,I-5006,Cable Tray 300mm (2m length),Electrical,19,19,0,Nos,Inaya Mukherjee,Accepted
GRN-50591,2026-08-20,PO-40584,V-1015,WH-02,I-5017,Door Lock Mortise Set,Carpentry,9,9,0,Set,Gauri Bumb,Accepted
GRN-50592,2026-07-10,PO-40585,V-1004,WH-02,I-5005,Modular Switch 6A,Electrical,20,20,0,Nos,Charles Natt,Accepted
GRN-50593,2026-07-17,PO-40586,V-1008,WH-02,I-5003,Distribution Board 8-Way,Electrical,17,16,1,Nos,Gauri Bumb,Rejected - Partial
GRN-50594,2026-03-15,PO-40587,V-1001,WH-03,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,26,25,1,Coil,Inaya Mukherjee,Rejected - Partial
GRN-50595,2025-10-22,PO-40588,V-1052,WH-03,I-5058,Submersible Pump 1HP,Plumbing Materials,18,18,0,Nos,Forum Chandra,Accepted
GRN-50596,2025-11-14,PO-40589,V-1047,WH-02,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,53,53,0,Nos,Charles Natt,Accepted
GRN-50597,2025-12-29,PO-40590,V-1001,WH-03,I-5009,Contactor 40A 3 Pole,Electrical,21,21,0,Nos,Forum Chandra,Accepted
GRN-50598,2026-05-29,PO-40591,V-1004,WH-02,I-5008,Earthing Strip GI 25x3mm,Electrical,7,7,0,Mtr,Charles Natt,Accepted
GRN-50599,2026-04-22,PO-40592,V-1002,WH-01,I-5001,PVC Insulated Wire 2.5 sqmm (90m coil),Electrical,14,14,0,Coil,Gauri Bumb,Accepted
GRN-50600,2026-01-09,PO-40594,V-1045,WH-02,I-5046,Battery Rack 4-Tier MS,Batteries,33,33,0,Nos,Lila Rege,Accepted
GRN-50601,2026-05-06,PO-40595,V-1024,WH-02,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,35,35,0,Ton,Charles Natt,Accepted
GRN-50602,2025-12-05,PO-40596,V-1006,WH-01,I-5003,Distribution Board 8-Way,Electrical,30,30,0,Nos,Lila Rege,Accepted
GRN-50603,2025-12-03,PO-40597,V-1029,WH-01,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,17,17,0,Ton,Lila Rege,Accepted
GRN-50604,2025-11-17,PO-40598,V-1050,WH-03,I-5052,PVC Elbow 4 inch,Plumbing Materials,16,15,1,Nos,Forum Chandra,Rejected - Partial
GRN-50605,2026-07-14,PO-40599,V-1044,WH-02,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,8,8,0,Nos,Forum Chandra,Accepted
GRN-50606,2026-07-31,PO-40599,V-1044,WH-01,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,9,9,0,Nos,Forum Chandra,Accepted
GRN-50607,2026-02-02,PO-40600,V-1023,WH-01,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,7,7,0,Ton,Forum Chandra,Accepted
GRN-50608,2025-11-27,PO-40601,V-1000,WH-02,I-5007,Junction Box IP65,Electrical,14,14,0,Nos,Lila Rege,Accepted
GRN-50609,2025-12-12,PO-40602,V-1045,WH-01,I-5043,Lithium-ion Battery Pack 48V 100Ah,Batteries,32,32,0,Nos,Forum Chandra,Accepted
GRN-50610,2025-11-01,PO-40603,V-1044,WH-01,I-5048,Battery Monitoring System (BMS module),Batteries,27,26,1,Nos,Forum Chandra,Rejected - Partial
GRN-50611,2025-11-17,PO-40604,V-1003,WH-01,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,28,28,0,Mtr,Gauri Bumb,Accepted
GRN-50612,2026-03-30,PO-40605,V-1045,WH-03,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,23,23,0,Nos,Lila Rege,Accepted
GRN-50613,2026-06-11,PO-40606,V-1021,WH-02,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,18,18,0,Roll,Charles Natt,Accepted
GRN-50614,2025-12-02,PO-40607,V-1027,WH-03,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,34,34,0,Drum,Charles Natt,Accepted
GRN-50615,2025-11-19,PO-40608,V-1027,WH-01,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,45,45,0,Roll,Bhanumati Krishnan,Accepted
GRN-50616,2026-08-05,PO-40609,V-1043,WH-03,I-5048,Battery Monitoring System (BMS module),Batteries,6,6,0,Nos,Charles Natt,Accepted
GRN-50617,2026-06-22,PO-40610,V-1025,WH-01,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,34,34,0,Drum,Lila Rege,Accepted
GRN-50618,2026-04-30,PO-40611,V-1001,WH-01,I-5005,Modular Switch 6A,Electrical,33,32,1,Nos,Bhanumati Krishnan,Rejected - Partial
GRN-50619,2025-12-08,PO-40612,V-1049,WH-01,I-5045,VRLA SMF Battery 12V 100Ah,Batteries,46,46,0,Nos,Charles Natt,Accepted
GRN-50620,2026-08-05,PO-40613,V-1009,WH-03,I-5002,MCB 32A Single Pole,Electrical,30,30,0,Nos,Bhanumati Krishnan,Accepted
GRN-50621,2025-10-29,PO-40614,V-1051,WH-02,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,36,36,0,Pcs,Charles Natt,Accepted
GRN-50622,2026-03-07,PO-40615,V-1039,WH-01,I-5035,Module Mounting Structure (per kW),Solar Panels,22,22,0,kW Set,Lila Rege,Accepted
GRN-50623,2026-08-20,PO-40616,V-1031,WH-01,I-5035,Module Mounting Structure (per kW),Solar Panels,4,4,0,kW Set,Inaya Mukherjee,Accepted
GRN-50624,2026-08-28,PO-40616,V-1031,WH-01,I-5035,Module Mounting Structure (per kW),Solar Panels,4,4,0,kW Set,Lila Rege,Accepted
GRN-50625,2026-02-03,PO-40617,V-1051,WH-01,I-5054,Water Tank 1000L HDPE,Plumbing Materials,21,21,0,Nos,Gauri Bumb,Accepted
GRN-50626,2026-06-28,PO-40618,V-1021,WH-01,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,6,6,0,Roll,Gauri Bumb,Accepted
GRN-50627,2026-03-05,PO-40619,V-1036,WH-03,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,29,29,0,Nos,Lila Rege,Accepted
GRN-50628,2026-03-15,PO-40620,V-1024,WH-02,I-5026,Bitumen VG-30 (drum 180kg),Road Construction Materials,9,9,0,Drum,Forum Chandra,Accepted
GRN-50629,2026-06-20,PO-40621,V-1021,WH-01,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,12,12,0,Roll,Inaya Mukherjee,Accepted
GRN-50630,2026-03-13,PO-40622,V-1048,WH-01,I-5044,Inverter 2.5kVA Pure Sinewave,Batteries,17,17,0,Nos,Lila Rege,Accepted
GRN-50631,2026-01-19,PO-40624,V-1023,WH-01,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,7,7,0,Bag,Lila Rege,Accepted
GRN-50632,2025-12-29,PO-40625,V-1036,WH-03,I-5041,Solar Cable Gland Set,Solar Panels,7,7,0,Set,Charles Natt,Accepted
GRN-50633,2025-12-27,PO-40625,V-1036,WH-03,I-5041,Solar Cable Gland Set,Solar Panels,7,7,0,Set,Inaya Mukherjee,Accepted
GRN-50634,2026-05-14,PO-40626,V-1058,WH-01,I-5058,Submersible Pump 1HP,Plumbing Materials,44,44,0,Nos,Gauri Bumb,Accepted
GRN-50635,2026-02-03,PO-40627,V-1002,WH-02,I-5011,Cable Gland Brass 25mm,Electrical,38,38,0,Nos,Forum Chandra,Accepted
GRN-50636,2026-07-21,PO-40628,V-1039,WH-01,I-5033,Solar Module 550Wp Bifacial,Solar Panels,17,17,0,Nos,Lila Rege,Accepted
GRN-50637,2026-04-19,PO-40629,V-1035,WH-01,I-5038,Combiner Box 6 in 1 out,Solar Panels,10,10,0,Nos,Charles Natt,Accepted
GRN-50638,2026-06-09,PO-40630,V-1025,WH-01,I-5023,TMT Steel Bar Fe500D 12mm,Road Construction Materials,23,23,0,Ton,Forum Chandra,Accepted
GRN-50639,2026-08-07,PO-40631,V-1052,WH-03,I-5053,Ball Valve 1 inch Brass,Plumbing Materials,76,76,0,Nos,Charles Natt,Accepted
GRN-50640,2026-02-23,PO-40632,V-1051,WH-03,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,35,34,1,Pcs,Inaya Mukherjee,Rejected - Partial
GRN-50641,2026-03-14,PO-40633,V-1036,WH-03,I-5033,Solar Module 550Wp Bifacial,Solar Panels,26,26,0,Nos,Inaya Mukherjee,Accepted
GRN-50642,2026-02-26,PO-40634,V-1003,WH-02,I-5010,MCCB 200A,Electrical,18,18,0,Nos,Bhanumati Krishnan,Accepted
GRN-50643,2026-05-14,PO-40635,V-1000,WH-02,I-5008,Earthing Strip GI 25x3mm,Electrical,11,11,0,Mtr,Gauri Bumb,Accepted
GRN-50644,2026-02-17,PO-40636,V-1038,WH-01,I-5032,Solar Module 540Wp Mono PERC,Solar Panels,35,34,1,Nos,Charles Natt,Rejected - Partial
GRN-50645,2026-06-25,PO-40637,V-1011,WH-03,I-5015,Hinges SS 4 inch,Carpentry,41,37,4,Pair,Forum Chandra,Rejected - Partial
GRN-50646,2026-01-20,PO-40638,V-1034,WH-03,I-5041,Solar Cable Gland Set,Solar Panels,14,14,0,Set,Charles Natt,Accepted
GRN-50647,2025-09-25,PO-40639,V-1031,WH-01,I-5038,Combiner Box 6 in 1 out,Solar Panels,14,14,0,Nos,Inaya Mukherjee,Accepted
GRN-50648,2026-02-19,PO-40640,V-1023,WH-01,I-5030,Kerb Stone Precast,Road Construction Materials,36,36,0,Nos,Bhanumati Krishnan,Accepted
GRN-50649,2026-01-16,PO-40641,V-1010,WH-01,I-5013,Laminate Sheet 1mm (8x4 ft),Carpentry,17,17,0,Sheet,Charles Natt,Accepted
GRN-50650,2026-04-11,PO-40642,V-1013,WH-01,I-5012,Plywood 19mm BWP (8x4 ft),Carpentry,47,47,0,Sheet,Gauri Bumb,Accepted
GRN-50651,2025-10-14,PO-40643,V-1005,WH-01,I-5010,MCCB 200A,Electrical,31,31,0,Nos,Lila Rege,Accepted
GRN-50652,2026-07-12,PO-40644,V-1046,WH-02,I-5042,Tubular Battery 150Ah C10,Batteries,22,22,0,Nos,Forum Chandra,Accepted
GRN-50653,2026-02-03,PO-40645,V-1047,WH-01,I-5048,Battery Monitoring System (BMS module),Batteries,24,24,0,Nos,Bhanumati Krishnan,Accepted
GRN-50654,2026-05-15,PO-40646,V-1023,WH-01,I-5028,PQC Dowel Bar 32mm,Road Construction Materials,25,25,0,Ton,Bhanumati Krishnan,Accepted
GRN-50655,2026-08-23,PO-40647,V-1023,WH-03,I-5030,Kerb Stone Precast,Road Construction Materials,56,56,0,Nos,Bhanumati Krishnan,Accepted
GRN-50656,2026-02-06,PO-40648,V-1023,WH-01,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,18,18,0,Ton,Bhanumati Krishnan,Accepted
GRN-50657,2025-10-15,PO-40649,V-1055,WH-01,I-5051,CPVC Pipe 1 inch (3m length),Plumbing Materials,12,12,0,Pcs,Gauri Bumb,Accepted
GRN-50658,2026-02-16,PO-40650,V-1021,WH-02,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,34,34,0,Ton,Forum Chandra,Accepted
GRN-50659,2025-12-01,PO-40651,V-1005,WH-03,I-5000,Armoured Copper Cable 3.5C x 95 sqmm,Electrical,41,39,2,Mtr,Inaya Mukherjee,Rejected - Partial
GRN-50660,2026-02-13,PO-40652,V-1005,WH-03,I-5009,Contactor 40A 3 Pole,Electrical,34,34,0,Nos,Bhanumati Krishnan,Accepted
GRN-50661,2026-02-18,PO-40653,V-1007,WH-03,I-5003,Distribution Board 8-Way,Electrical,9,9,0,Nos,Lila Rege,Accepted
GRN-50662,2026-04-10,PO-40654,V-1058,WH-02,I-5056,Concealed Cistern with Frame,Plumbing Materials,32,31,1,Set,Gauri Bumb,Rejected - Partial
GRN-50663,2026-03-27,PO-40655,V-1010,WH-02,I-5014,MDF Board 12mm (8x4 ft),Carpentry,30,30,0,Sheet,Bhanumati Krishnan,Accepted
GRN-50664,2026-05-04,PO-40656,V-1058,WH-02,I-5050,UPVC Pipe 4 inch SCH-40 (3m length),Plumbing Materials,4,4,0,Pcs,Gauri Bumb,Accepted
GRN-50665,2025-12-21,PO-40657,V-1001,WH-03,I-5002,MCB 32A Single Pole,Electrical,22,22,0,Nos,Forum Chandra,Accepted
GRN-50666,2026-01-20,PO-40658,V-1021,WH-02,I-5027,Ready Mix Concrete M25,Road Construction Materials,9,9,0,Cum,Inaya Mukherjee,Accepted
GRN-50667,2026-01-29,PO-40658,V-1021,WH-03,I-5027,Ready Mix Concrete M25,Road Construction Materials,9,9,0,Cum,Forum Chandra,Accepted
GRN-50668,2026-05-04,PO-40659,V-1035,WH-01,I-5037,MC4 Connector Pair,Solar Panels,31,31,0,Pair,Bhanumati Krishnan,Accepted
GRN-50669,2026-04-29,PO-40660,V-1055,WH-03,I-5057,Bathroom Faucet Single Lever,Plumbing Materials,16,16,0,Nos,Charles Natt,Accepted
GRN-50670,2026-02-06,PO-40661,V-1028,WH-01,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,25,25,0,Ton,Charles Natt,Accepted
GRN-50671,2026-02-08,PO-40664,V-1035,WH-03,I-5039,Earthing Kit for Module Structure,Solar Panels,25,25,0,Set,Bhanumati Krishnan,Accepted
GRN-50672,2026-08-03,PO-40665,V-1027,WH-01,I-5024,Crushed Stone Aggregate 20mm,Road Construction Materials,26,26,0,Ton,Lila Rege,Accepted
GRN-50673,2026-05-26,PO-40666,V-1029,WH-01,I-5031,Geotextile Fabric (roll 100m2),Road Construction Materials,16,16,0,Roll,Charles Natt,Accepted
GRN-50674,2026-02-22,PO-40667,V-1026,WH-01,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,14,14,0,Bag,Charles Natt,Accepted
GRN-50675,2026-08-01,PO-40668,V-1025,WH-01,I-5025,River Sand (fine aggregate),Road Construction Materials,29,29,0,Ton,Lila Rege,Accepted
GRN-50676,2026-08-04,PO-40669,V-1022,WH-01,I-5022,OPC 53 Grade Cement (50kg bag),Road Construction Materials,14,14,0,Bag,Inaya Mukherjee,Accepted
