InvoiceNo,InvoiceDate,PONo,GRNNo,VendorCode,VendorName,Vertical,InvoiceAmount,TaxAmount,TotalAmount,PaymentDueDate,PaymentStatus,PaymentDate,DeptCode,ProjectCode
INV-60453,2025-11-12,PO-40491,GRN-50498,V-1028,Birla Corporation,Road Construction Materials,283824.44,51088.4,334912.84,2026-01-11,Paid,2026-01-16,DEP-05,PRJ-105
INV-60454,2026-06-09,PO-40492,GRN-50499,V-1001,Polycab India,Electrical,23593.97,4246.91,27840.88,2026-07-09,Overdue,,DEP-04,PRJ-104
INV-60455,2026-01-30,PO-40493,GRN-50500,V-1029,L&T Construction Materials,Road Construction Materials,16846.61,3032.39,19879.0,2026-03-01,Paid,2026-03-01,DEP-04,PRJ-104
INV-60456,2026-07-15,PO-40494,GRN-50501,V-1039,Loom Solar,Solar Panels,18658.91,3358.6,22017.51,2026-08-14,Paid,2026-08-17,DEP-01,PRJ-101
INV-60457,2026-09-01,PO-40495,GRN-50502,V-1045,HBL Power Systems,Batteries,36254.31,6525.78,42780.09,2026-10-16,Overdue,,DEP-04,PRJ-104
INV-60458,2026-02-28,PO-40497,GRN-50503,V-1015,Action Tesa,Carpentry,10861.86,1955.13,12816.99,2026-03-30,Paid,2026-03-30,DEP-02,PRJ-102
INV-60459,2025-10-14,PO-40498,GRN-50504,V-1027,JSW Steel,Road Construction Materials,258250.65,46485.12,304735.77,2025-11-13,Paid,2025-11-15,DEP-02,PRJ-102
INV-60460,2026-05-17,PO-40499,GRN-50505,V-1011,Greenply Industries,Carpentry,71720.65,12909.72,84630.37,2026-07-16,Paid,2026-07-21,DEP-01,PRJ-101
INV-60461,2026-07-11,PO-40500,GRN-50506,V-1012,Kitply Industries,Carpentry,4038.69,726.96,4765.65,2026-07-26,Paid,2026-08-08,DEP-02,PRJ-102
INV-60462,2026-07-26,PO-40501,GRN-50507,V-1009,Orient Electric,Electrical,1464.27,263.57,1727.84,2026-08-10,Paid,2026-08-15,DEP-04,PRJ-104
INV-60463,2026-08-11,PO-40502,GRN-50508,V-1005,Crompton Greaves Consumer,Electrical,58685.59,10563.41,69249.0,2026-09-10,Paid,2026-09-13,DEP-01,PRJ-101
INV-60464,2026-08-06,PO-40503,GRN-50509,V-1009,Orient Electric,Electrical,122620.71,22071.73,144692.44,2026-08-21,Paid,2026-08-20,DEP-04,PRJ-104
INV-60465,2025-11-16,PO-40504,GRN-50510,V-1029,L&T Construction Materials,Road Construction Materials,5725.05,1030.51,6755.56,2025-12-16,Paid,2025-12-19,DEP-05,PRJ-105
INV-60466,2026-02-17,PO-40505,GRN-50511,V-1016,Merino Laminates,Carpentry,138051.03,24849.19,162900.22,2026-03-04,Paid,2026-03-11,DEP-05,PRJ-105
INV-60467,2026-04-09,PO-40506,GRN-50512,V-1015,Action Tesa,Carpentry,8380.2,1508.44,9888.64,2026-05-09,Paid,2026-05-09,DEP-05,PRJ-105
INV-60468,2025-10-11,PO-40508,GRN-50514,V-1045,HBL Power Systems,Batteries,67779.11,12200.24,79979.35,2025-11-25,Paid,2025-11-27,DEP-04,PRJ-104
INV-60469,2026-01-10,PO-40509,GRN-50515,V-1020,UltraTech Cement,Road Construction Materials,362557.88,65260.42,427818.3,2026-02-09,Paid,2026-02-15,DEP-04,PRJ-104
INV-60470,2025-12-18,PO-40510,GRN-50516,V-1048,Base Corporation,Batteries,241489.36,43468.08,284957.44,2026-01-17,Paid,2026-01-21,DEP-06,PRJ-106
INV-60471,2026-07-27,PO-40512,GRN-50517,V-1039,Loom Solar,Solar Panels,59779.8,10760.36,70540.16,2026-08-26,Paid,2026-08-26,DEP-05,PRJ-105
INV-60472,2026-08-19,PO-40513,GRN-50518,V-1040,Exide Industries,Batteries,13685.18,2463.33,16148.51,2026-10-03,Paid,2026-09-28,DEP-05,PRJ-105
INV-60473,2026-04-23,PO-40514,GRN-50519,V-1030,Tata Power Solar,Solar Panels,1551.17,279.21,1830.38,2026-06-22,Paid,2026-06-24,DEP-04,PRJ-104
INV-60474,2026-05-03,PO-40515,GRN-50520,V-1005,Crompton Greaves Consumer,Electrical,890.77,160.34,1051.11,2026-06-02,Paid,2026-06-02,DEP-06,PRJ-106
INV-60475,2026-08-29,PO-40517,GRN-50521,V-1025,Dalmia Bharat Cement,Road Construction Materials,2319123.64,417442.26,2736565.9,2026-10-28,Paid,2026-11-05,DEP-05,PRJ-105
INV-60476,2026-03-12,PO-40518,GRN-50522,V-1032,Adani Solar,Solar Panels,555565.23,100001.74,655566.97,2026-05-11,Paid,2026-05-09,DEP-05,PRJ-105
INV-60477,2025-10-03,PO-40519,GRN-50523,V-1041,Amara Raja Batteries (Amaron),Batteries,512817.36,92307.12,605124.48,2025-11-02,Paid,2025-11-14,DEP-06,PRJ-106
INV-60478,2025-10-06,PO-40519,GRN-50524,V-1041,Amara Raja Batteries (Amaron),Batteries,615380.83,110768.55,726149.38,2025-11-05,Overdue,,DEP-06,PRJ-106
INV-60479,2025-10-14,PO-40520,GRN-50525,V-1040,Exide Industries,Batteries,172966.82,31134.03,204100.85,2025-11-28,Paid,2025-11-30,DEP-03,PRJ-103
INV-60480,2025-10-31,PO-40521,GRN-50526,V-1014,Duro Ply India,Carpentry,3405.19,612.93,4018.12,2025-11-30,Paid,2025-11-28,DEP-01,PRJ-101
INV-60481,2025-09-17,PO-40522,GRN-50527,V-1020,UltraTech Cement,Road Construction Materials,49975.68,8995.62,58971.3,2025-10-17,Paid,2025-10-19,DEP-04,PRJ-104
INV-60482,2026-05-26,PO-40523,GRN-50528,V-1034,Goldi Solar,Solar Panels,7488175.64,1347871.62,8836047.26,2026-06-25,Paid,2026-07-04,DEP-01,PRJ-101
INV-60483,2025-12-30,PO-40524,GRN-50529,V-1036,Emmvee Solar,Solar Panels,53717.17,9669.09,63386.26,2026-02-13,Paid,2026-02-16,DEP-01,PRJ-101
INV-60484,2026-04-04,PO-40525,GRN-50530,V-1033,Vikram Solar,Solar Panels,10800453.58,1944081.64,12744535.22,2026-05-04,Paid,2026-05-12,DEP-03,PRJ-103
INV-60485,2026-06-23,PO-40526,GRN-50531,V-1038,Websol Energy System,Solar Panels,45373.78,8167.28,53541.06,2026-08-07,Paid,2026-08-15,DEP-05,PRJ-105
INV-60486,2026-01-26,PO-40527,GRN-50532,V-1041,Amara Raja Batteries (Amaron),Batteries,885325.67,159358.62,1044684.29,2026-02-25,Paid,2026-03-01,DEP-03,PRJ-103
INV-60487,2026-08-09,PO-40528,GRN-50533,V-1038,Websol Energy System,Solar Panels,6952513.33,1251452.4,8203965.73,2026-09-23,Paid,2026-09-23,DEP-04,PRJ-104
INV-60488,2026-06-24,PO-40529,GRN-50534,V-1009,Orient Electric,Electrical,358.27,64.49,422.76,2026-07-09,Paid,2026-07-13,DEP-03,PRJ-103
INV-60489,2026-07-18,PO-40530,GRN-50535,V-1037,RenewSys India,Solar Panels,3605786.44,649041.56,4254828.0,2026-09-01,Paid,2026-09-06,DEP-04,PRJ-104
INV-60490,2026-07-02,PO-40531,GRN-50536,V-1032,Adani Solar,Solar Panels,15126.31,2722.74,17849.05,2026-08-31,Paid,2026-09-04,DEP-05,PRJ-105
INV-60491,2026-07-11,PO-40531,GRN-50537,V-1032,Adani Solar,Solar Panels,15126.31,2722.74,17849.05,2026-09-09,Overdue,,DEP-05,PRJ-105
INV-60492,2026-02-14,PO-40532,GRN-50538,V-1040,Exide Industries,Batteries,408833.19,73589.97,482423.16,2026-03-31,Paid,2026-04-06,DEP-05,PRJ-105
INV-60493,2026-02-24,PO-40533,GRN-50539,V-1031,Waaree Energies,Solar Panels,13613.47,2450.42,16063.89,2026-03-26,Paid,2026-03-28,DEP-04,PRJ-104
INV-60494,2026-05-10,PO-40534,GRN-50540,V-1030,Tata Power Solar,Solar Panels,28710.84,5167.95,33878.79,2026-07-09,Paid,2026-07-06,DEP-02,PRJ-102
INV-60495,2026-05-11,PO-40534,GRN-50541,V-1030,Tata Power Solar,Solar Panels,28710.84,5167.95,33878.79,2026-07-10,Paid,2026-07-13,DEP-02,PRJ-102
INV-60496,2026-02-16,PO-40535,GRN-50542,V-1040,Exide Industries,Batteries,620624.72,111712.45,732337.17,2026-04-02,Paid,2026-04-05,DEP-04,PRJ-104
INV-60497,2026-02-19,PO-40537,GRN-50544,V-1025,Dalmia Bharat Cement,Road Construction Materials,3555154.62,639927.83,4195082.45,2026-04-20,Paid,2026-04-15,DEP-03,PRJ-103
INV-60498,2025-10-24,PO-40538,GRN-50545,V-1037,RenewSys India,Solar Panels,108050.84,19449.15,127499.99,2025-12-08,Paid,2025-12-13,DEP-03,PRJ-103
INV-60499,2026-07-01,PO-40539,GRN-50546,V-1012,Kitply Industries,Carpentry,34356.9,6184.24,40541.14,2026-07-16,Paid,2026-07-31,DEP-04,PRJ-104
INV-60500,2026-06-08,PO-40540,GRN-50547,V-1003,Anchor by Panasonic,Electrical,1724.65,310.44,2035.09,2026-06-23,Paid,2026-06-26,DEP-05,PRJ-105
INV-60501,2026-06-15,PO-40540,GRN-50548,V-1003,Anchor by Panasonic,Electrical,1724.65,310.44,2035.09,2026-06-30,Paid,2026-06-30,DEP-05,PRJ-105
INV-60502,2025-10-03,PO-40541,GRN-50549,V-1044,Okaya Power,Batteries,181436.31,32658.54,214094.85,2025-10-18,Paid,2025-10-18,DEP-06,PRJ-106
INV-60503,2026-07-16,PO-40542,GRN-50550,V-1047,Panasonic Energy India,Batteries,263409.76,47413.76,310823.52,2026-07-31,Paid,2026-08-07,DEP-05,PRJ-105
INV-60504,2026-06-06,PO-40543,GRN-50551,V-1011,Greenply Industries,Carpentry,31111.86,5600.13,36711.99,2026-08-05,Paid,2026-08-16,DEP-04,PRJ-104
INV-60505,2025-11-07,PO-40544,GRN-50552,V-1001,Polycab India,Electrical,183816.96,33087.05,216904.01,2025-12-07,Paid,2025-12-08,DEP-03,PRJ-103
INV-60506,2025-10-09,PO-40545,GRN-50553,V-1043,Su-Kam Power Systems,Batteries,385439.22,69379.06,454818.28,2025-10-24,Paid,2025-11-01,DEP-03,PRJ-103
INV-60507,2025-11-07,PO-40546,GRN-50554,V-1051,Supreme Industries,Plumbing Materials,4483.37,807.01,5290.38,2025-12-07,Paid,2025-12-05,DEP-06,PRJ-106
INV-60508,2026-04-13,PO-40547,GRN-50555,V-1054,Ashirvad Pipes (Aliaxis),Plumbing Materials,169592.48,30526.65,200119.13,2026-04-28,Paid,2026-04-28,DEP-06,PRJ-106
INV-60509,2026-01-29,PO-40548,GRN-50556,V-1022,Ambuja Cements,Road Construction Materials,61408.22,11053.48,72461.7,2026-02-13,Paid,2026-02-07,DEP-06,PRJ-106
INV-60510,2026-06-22,PO-40549,GRN-50557,V-1015,Action Tesa,Carpentry,26855.08,4833.91,31688.99,2026-07-22,Paid,2026-07-14,DEP-02,PRJ-102
INV-60511,2026-06-24,PO-40550,GRN-50558,V-1054,Ashirvad Pipes (Aliaxis),Plumbing Materials,358549.84,64538.97,423088.81,2026-07-09,Paid,2026-07-03,DEP-04,PRJ-104
INV-60512,2025-12-25,PO-40551,GRN-50559,V-1059,Roto Pumps,Plumbing Materials,75057.16,13510.29,88567.45,2026-01-24,Paid,2026-01-27,DEP-06,PRJ-106
INV-60513,2025-11-26,PO-40552,GRN-50560,V-1024,JK Cement,Road Construction Materials,1893.34,340.8,2234.14,2025-12-26,Paid,2025-12-27,DEP-04,PRJ-104
INV-60514,2026-02-02,PO-40553,GRN-50561,V-1035,Premier Energies,Solar Panels,5163.88,929.5,6093.38,2026-02-17,Pending,,DEP-04,PRJ-104
INV-60515,2025-12-29,PO-40554,GRN-50562,V-1028,Birla Corporation,Road Construction Materials,4459.9,802.78,5262.68,2026-02-27,Paid,2026-02-28,DEP-02,PRJ-102
INV-60516,2026-07-29,PO-40555,GRN-50563,V-1041,Amara Raja Batteries (Amaron),Batteries,988107.87,177859.42,1165967.29,2026-08-28,Paid,2026-08-23,DEP-05,PRJ-105
INV-60517,2025-11-07,PO-40556,GRN-50564,V-1035,Premier Energies,Solar Panels,871.64,156.9,1028.54,2025-11-22,Paid,2025-11-19,DEP-06,PRJ-106
INV-60518,2025-11-06,PO-40556,GRN-50565,V-1035,Premier Energies,Solar Panels,958.81,172.59,1131.4,2025-11-21,Paid,2025-11-26,DEP-06,PRJ-106
INV-60519,2026-05-28,PO-40557,GRN-50566,V-1018,Ebco Private Ltd,Carpentry,1745.14,314.13,2059.27,2026-07-12,Paid,2026-07-17,DEP-01,PRJ-101
INV-60520,2026-08-11,PO-40558,GRN-50567,V-1011,Greenply Industries,Carpentry,31951.23,5751.22,37702.45,2026-10-10,Paid,2026-10-17,DEP-01,PRJ-101
INV-60521,2026-02-19,PO-40559,GRN-50568,V-1017,Hettich India,Carpentry,834.6,150.23,984.83,2026-04-05,Paid,2026-03-29,DEP-04,PRJ-104
INV-60522,2026-03-19,PO-40560,GRN-50569,V-1038,Websol Energy System,Solar Panels,151177.29,27211.91,178389.2,2026-05-03,Paid,2026-04-21,DEP-05,PRJ-105
INV-60523,2026-07-02,PO-40561,GRN-50570,V-1021,ACC Limited,Road Construction Materials,713602.82,128448.51,842051.33,2026-08-01,Paid,2026-08-08,DEP-02,PRJ-102
INV-60524,2026-05-07,PO-40562,GRN-50571,V-1033,Vikram Solar,Solar Panels,110365.77,19865.84,130231.61,2026-06-06,Paid,2026-06-15,DEP-04,PRJ-104
INV-60525,2026-03-19,PO-40564,GRN-50573,V-1042,Luminous Power Technologies,Batteries,222825.18,40108.53,262933.71,2026-04-18,Paid,2026-04-29,DEP-03,PRJ-103
INV-60526,2026-03-11,PO-40565,GRN-50574,V-1006,Legrand India,Electrical,878.67,158.16,1036.83,2026-04-25,Overdue,,DEP-03,PRJ-103
INV-60527,2026-03-20,PO-40566,GRN-50575,V-1023,Shree Cement,Road Construction Materials,666068.62,119892.35,785960.97,2026-05-04,Paid,2026-05-10,DEP-05,PRJ-105
INV-60528,2026-06-07,PO-40568,GRN-50576,V-1006,Legrand India,Electrical,250160.21,45028.84,295189.05,2026-07-22,Paid,2026-07-30,DEP-02,PRJ-102
INV-60529,2026-04-21,PO-40570,GRN-50577,V-1053,Prince Pipes,Plumbing Materials,509189.88,91654.18,600844.06,2026-05-06,Overdue,,DEP-02,PRJ-102
INV-60530,2025-09-22,PO-40571,GRN-50578,V-1024,JK Cement,Road Construction Materials,319993.51,57598.83,377592.34,2025-10-22,Paid,2025-10-27,DEP-03,PRJ-103
INV-60531,2026-04-16,PO-40573,GRN-50579,V-1051,Supreme Industries,Plumbing Materials,102042.29,18367.61,120409.9,2026-05-16,Paid,2026-05-25,DEP-03,PRJ-103
INV-60532,2026-01-10,PO-40574,GRN-50580,V-1020,UltraTech Cement,Road Construction Materials,907918.07,163425.25,1071343.32,2026-02-09,Paid,2026-02-16,DEP-01,PRJ-101
INV-60533,2026-01-13,PO-40574,GRN-50581,V-1020,UltraTech Cement,Road Construction Materials,961325.02,173038.5,1134363.52,2026-02-12,Paid,2026-02-12,DEP-01,PRJ-101
INV-60534,2026-07-25,PO-40575,GRN-50582,V-1030,Tata Power Solar,Solar Panels,28370.57,5106.7,33477.27,2026-09-23,Paid,2026-09-25,DEP-06,PRJ-106
INV-60535,2026-07-01,PO-40576,GRN-50583,V-1002,Finolex Cables,Electrical,1995.98,359.28,2355.26,2026-07-31,Paid,2026-08-13,DEP-03,PRJ-103
INV-60536,2026-06-24,PO-40577,GRN-50584,V-1051,Supreme Industries,Plumbing Materials,166741.29,30013.43,196754.72,2026-07-24,Paid,2026-07-24,DEP-04,PRJ-104
INV-60537,2026-03-17,PO-40578,GRN-50585,V-1055,CERA Sanitaryware,Plumbing Materials,12934.42,2328.2,15262.62,2026-04-16,Paid,2026-04-13,DEP-04,PRJ-104
INV-60538,2026-06-22,PO-40579,GRN-50586,V-1026,Tata Steel,Road Construction Materials,4008.29,721.49,4729.78,2026-08-21,Paid,2026-08-27,DEP-02,PRJ-102
INV-60539,2026-03-05,PO-40580,GRN-50587,V-1025,Dalmia Bharat Cement,Road Construction Materials,10457.54,1882.36,12339.9,2026-05-04,Paid,2026-05-07,DEP-06,PRJ-106
INV-60540,2025-11-20,PO-40581,GRN-50588,V-1059,Roto Pumps,Plumbing Materials,30967.3,5574.11,36541.41,2025-12-20,Paid,2025-12-15,DEP-06,PRJ-106
INV-60541,2025-10-10,PO-40582,GRN-50589,V-1051,Supreme Industries,Plumbing Materials,6793.55,1222.84,8016.39,2025-11-09,Paid,2025-11-08,DEP-06,PRJ-106
INV-60542,2025-10-03,PO-40583,GRN-50590,V-1001,Polycab India,Electrical,15245.39,2744.17,17989.56,2025-11-02,Paid,2025-10-26,DEP-06,PRJ-106
INV-60543,2026-08-21,PO-40584,GRN-50591,V-1015,Action Tesa,Carpentry,9272.84,1669.11,10941.95,2026-09-20,Paid,2026-09-26,DEP-02,PRJ-102
INV-60544,2026-07-13,PO-40585,GRN-50592,V-1004,V-Guard Industries,Electrical,1406.8,253.22,1660.02,2026-08-12,Paid,2026-08-23,DEP-03,PRJ-103
INV-60545,2026-07-19,PO-40586,GRN-50593,V-1008,KEI Industries,Electrical,22097.07,3977.47,26074.54,2026-08-18,Paid,2026-08-19,DEP-02,PRJ-102
INV-60546,2026-03-19,PO-40587,GRN-50594,V-1001,Polycab India,Electrical,40924.09,7366.34,48290.43,2026-04-18,Pending,,DEP-04,PRJ-104
INV-60547,2025-10-22,PO-40588,GRN-50595,V-1052,Finolex Pipes,Plumbing Materials,142287.03,25611.67,167898.7,2025-12-06,Paid,2025-12-06,DEP-05,PRJ-105
INV-60548,2025-11-17,PO-40589,GRN-50596,V-1047,Panasonic Energy India,Batteries,5909255.35,1063665.96,6972921.31,2025-12-02,Paid,2025-12-02,DEP-06,PRJ-106
INV-60549,2026-01-02,PO-40590,GRN-50597,V-1001,Polycab India,Electrical,28831.85,5189.73,34021.58,2026-02-01,Paid,2026-02-09,DEP-02,PRJ-102
INV-60550,2026-05-31,PO-40591,GRN-50598,V-1004,V-Guard Industries,Electrical,668.62,120.35,788.97,2026-06-30,Overdue,,DEP-06,PRJ-106
INV-60551,2026-04-27,PO-40592,GRN-50599,V-1002,Finolex Cables,Electrical,23983.87,4317.1,28300.97,2026-05-27,Paid,2026-06-07,DEP-04,PRJ-104
INV-60552,2026-01-12,PO-40594,GRN-50600,V-1045,HBL Power Systems,Batteries,98238.48,17682.93,115921.41,2026-02-26,Paid,2026-02-20,DEP-04,PRJ-104
INV-60553,2026-05-10,PO-40595,GRN-50601,V-1024,JK Cement,Road Construction Materials,28967.46,5214.14,34181.6,2026-06-09,Paid,2026-06-13,DEP-04,PRJ-104
INV-60554,2025-12-07,PO-40596,GRN-50602,V-1006,Legrand India,Electrical,34133.63,6144.05,40277.68,2026-01-21,Paid,2026-02-02,DEP-03,PRJ-103
INV-60555,2025-12-08,PO-40597,GRN-50603,V-1029,L&T Construction Materials,Road Construction Materials,12612.38,2270.23,14882.61,2026-01-07,Paid,2026-01-08,DEP-06,PRJ-106
INV-60556,2025-11-20,PO-40598,GRN-50604,V-1050,Astral Pipes,Plumbing Materials,1263.13,227.36,1490.49,2026-01-19,Paid,2026-01-20,DEP-06,PRJ-106
INV-60557,2026-07-19,PO-40599,GRN-50605,V-1044,Okaya Power,Batteries,913726.89,164470.84,1078197.73,2026-08-03,Paid,2026-07-28,DEP-02,PRJ-102
INV-60558,2026-08-03,PO-40599,GRN-50606,V-1044,Okaya Power,Batteries,1027942.75,185029.7,1212972.45,2026-08-18,Paid,2026-08-29,DEP-02,PRJ-102
INV-60559,2026-02-02,PO-40600,GRN-50607,V-1023,Shree Cement,Road Construction Materials,5595.27,1007.15,6602.42,2026-03-19,Paid,2026-03-24,DEP-02,PRJ-102
INV-60560,2025-11-28,PO-40601,GRN-50608,V-1000,Havells India,Electrical,2471.59,444.89,2916.48,2025-12-13,Paid,2025-12-12,DEP-01,PRJ-101
INV-60561,2025-12-15,PO-40602,GRN-50609,V-1045,HBL Power Systems,Batteries,3562126.43,641182.76,4203309.19,2026-01-29,Paid,2026-02-03,DEP-05,PRJ-105
INV-60562,2025-11-03,PO-40603,GRN-50610,V-1044,Okaya Power,Batteries,104681.19,18842.61,123523.8,2025-11-18,Paid,2025-11-25,DEP-04,PRJ-104
INV-60563,2026-03-31,PO-40605,GRN-50612,V-1045,HBL Power Systems,Batteries,355210.24,63937.84,419148.08,2026-05-15,Pending,,DEP-06,PRJ-106
INV-60564,2026-06-16,PO-40606,GRN-50613,V-1021,ACC Limited,Road Construction Materials,77735.09,13992.32,91727.41,2026-07-16,Paid,2026-07-20,DEP-05,PRJ-105
INV-60565,2025-12-02,PO-40607,GRN-50614,V-1027,JSW Steel,Road Construction Materials,310511.24,55892.02,366403.26,2026-01-01,Paid,2026-01-02,DEP-04,PRJ-104
INV-60566,2025-11-20,PO-40608,GRN-50615,V-1027,JSW Steel,Road Construction Materials,189124.86,34042.47,223167.33,2025-12-20,Paid,2025-12-17,DEP-06,PRJ-106
INV-60567,2026-08-09,PO-40609,GRN-50616,V-1043,Su-Kam Power Systems,Batteries,23266.54,4187.98,27454.52,2026-08-24,Paid,2026-08-24,DEP-01,PRJ-101
INV-60568,2026-06-24,PO-40610,GRN-50617,V-1025,Dalmia Bharat Cement,Road Construction Materials,339379.22,61088.26,400467.48,2026-08-23,Paid,2026-08-26,DEP-02,PRJ-102
INV-60569,2026-04-30,PO-40611,GRN-50618,V-1001,Polycab India,Electrical,2243.55,403.84,2647.39,2026-05-30,Pending,,DEP-03,PRJ-103
INV-60570,2025-12-12,PO-40612,GRN-50619,V-1049,Exicom Power Solutions,Batteries,402718.47,72489.32,475207.79,2026-01-11,Paid,2026-01-11,DEP-04,PRJ-104
INV-60571,2026-08-08,PO-40613,GRN-50620,V-1009,Orient Electric,Electrical,4568.95,822.41,5391.36,2026-08-23,Paid,2026-08-29,DEP-02,PRJ-102
INV-60572,2025-10-30,PO-40614,GRN-50621,V-1051,Supreme Industries,Plumbing Materials,34699.67,6245.94,40945.61,2025-11-29,Paid,2025-11-26,DEP-06,PRJ-106
INV-60573,2026-03-11,PO-40615,GRN-50622,V-1039,Loom Solar,Solar Panels,95803.13,17244.56,113047.69,2026-04-10,Paid,2026-04-05,DEP-04,PRJ-104
INV-60574,2026-08-24,PO-40616,GRN-50623,V-1031,Waaree Energies,Solar Panels,19678.26,3542.09,23220.35,2026-09-23,Paid,2026-10-02,DEP-06,PRJ-106
INV-60575,2026-09-02,PO-40616,GRN-50624,V-1031,Waaree Energies,Solar Panels,19678.26,3542.09,23220.35,2026-10-02,Paid,2026-09-27,DEP-06,PRJ-106
INV-60576,2026-02-05,PO-40617,GRN-50625,V-1051,Supreme Industries,Plumbing Materials,136165.46,24509.78,160675.24,2026-03-07,Paid,2026-02-26,DEP-01,PRJ-101
INV-60577,2026-07-02,PO-40618,GRN-50626,V-1021,ACC Limited,Road Construction Materials,25947.66,4670.58,30618.24,2026-08-01,Paid,2026-08-09,DEP-06,PRJ-106
INV-60578,2026-03-08,PO-40619,GRN-50627,V-1036,Emmvee Solar,Solar Panels,332517.41,59853.13,392370.54,2026-04-22,Paid,2026-05-04,DEP-04,PRJ-104
INV-60579,2026-03-16,PO-40620,GRN-50628,V-1024,JK Cement,Road Construction Materials,80637.98,14514.84,95152.82,2026-04-15,Paid,2026-04-21,DEP-06,PRJ-106
INV-60580,2026-06-22,PO-40621,GRN-50629,V-1021,ACC Limited,Road Construction Materials,52349.96,9422.99,61772.95,2026-07-22,Paid,2026-08-04,DEP-01,PRJ-101
INV-60581,2026-03-17,PO-40622,GRN-50630,V-1048,Base Corporation,Batteries,270789.53,48742.12,319531.65,2026-04-16,Overdue,,DEP-03,PRJ-103
INV-60582,2026-01-22,PO-40624,GRN-50631,V-1023,Shree Cement,Road Construction Materials,2596.14,467.31,3063.45,2026-03-08,Paid,2026-03-03,DEP-02,PRJ-102
INV-60583,2025-12-31,PO-40625,GRN-50632,V-1036,Emmvee Solar,Solar Panels,938.7,168.97,1107.67,2026-02-14,Paid,2026-02-19,DEP-04,PRJ-104
INV-60584,2025-12-31,PO-40625,GRN-50633,V-1036,Emmvee Solar,Solar Panels,938.7,168.97,1107.67,2026-02-14,Paid,2026-02-25,DEP-04,PRJ-104
INV-60585,2026-05-15,PO-40626,GRN-50634,V-1058,Kajaria Ceramics,Plumbing Materials,414614.13,74630.54,489244.67,2026-07-14,Paid,2026-07-12,DEP-01,PRJ-101
INV-60586,2026-02-07,PO-40627,GRN-50635,V-1002,Finolex Cables,Electrical,1937.41,348.73,2286.14,2026-03-09,Pending,,DEP-03,PRJ-103
INV-60587,2026-04-24,PO-40629,GRN-50637,V-1035,Premier Energies,Solar Panels,58731.63,10571.69,69303.32,2026-05-09,Paid,2026-05-11,DEP-05,PRJ-105
INV-60588,2026-06-13,PO-40630,GRN-50638,V-1025,Dalmia Bharat Cement,Road Construction Materials,1288010.1,231841.82,1519851.92,2026-08-12,Paid,2026-08-14,DEP-03,PRJ-103
INV-60589,2026-08-10,PO-40631,GRN-50639,V-1052,Finolex Pipes,Plumbing Materials,24067.17,4332.09,28399.26,2026-09-24,Paid,2026-09-21,DEP-01,PRJ-101
INV-60590,2026-02-26,PO-40632,GRN-50640,V-1051,Supreme Industries,Plumbing Materials,11310.89,2035.96,13346.85,2026-03-28,Paid,2026-04-10,DEP-01,PRJ-101
INV-60591,2026-03-18,PO-40633,GRN-50641,V-1036,Emmvee Solar,Solar Panels,333111.26,59960.03,393071.29,2026-05-02,Paid,2026-04-23,DEP-01,PRJ-101
INV-60592,2026-02-26,PO-40634,GRN-50642,V-1003,Anchor by Panasonic,Electrical,146021.86,26283.93,172305.79,2026-03-13,Paid,2026-03-14,DEP-05,PRJ-105
INV-60593,2026-05-19,PO-40635,GRN-50643,V-1000,Havells India,Electrical,1129.4,203.29,1332.69,2026-06-03,Paid,2026-06-04,DEP-04,PRJ-104
INV-60594,2026-02-22,PO-40636,GRN-50644,V-1038,Websol Energy System,Solar Panels,431647.14,77696.49,509343.63,2026-04-08,Paid,2026-04-12,DEP-01,PRJ-101
INV-60595,2026-06-28,PO-40637,GRN-50645,V-1011,Greenply Industries,Carpentry,3403.78,612.68,4016.46,2026-08-27,Paid,2026-08-24,DEP-06,PRJ-106
INV-60596,2026-01-23,PO-40638,GRN-50646,V-1034,Goldi Solar,Solar Panels,1836.15,330.51,2166.66,2026-02-22,Paid,2026-02-23,DEP-02,PRJ-102
INV-60597,2025-09-30,PO-40639,GRN-50647,V-1031,Waaree Energies,Solar Panels,74894.0,13480.92,88374.92,2025-10-30,Paid,2025-11-09,DEP-01,PRJ-101
INV-60598,2026-02-20,PO-40640,GRN-50648,V-1023,Shree Cement,Road Construction Materials,6859.75,1234.75,8094.5,2026-04-06,Paid,2026-04-03,DEP-06,PRJ-106
INV-60599,2026-01-18,PO-40641,GRN-50649,V-1010,Century Plyboards,Carpentry,19871.78,3576.92,23448.7,2026-03-04,Overdue,,DEP-04,PRJ-104
INV-60600,2026-04-12,PO-40642,GRN-50650,V-1013,Archidply Industries,Carpentry,149232.0,26861.76,176093.76,2026-05-12,Paid,2026-05-23,DEP-04,PRJ-104
INV-60601,2025-10-17,PO-40643,GRN-50651,V-1005,Crompton Greaves Consumer,Electrical,223085.31,40155.36,263240.67,2025-11-16,Paid,2025-11-13,DEP-03,PRJ-103
INV-60602,2026-02-06,PO-40645,GRN-50653,V-1047,Panasonic Energy India,Batteries,89122.69,16042.08,105164.77,2026-02-21,Paid,2026-02-25,DEP-06,PRJ-106
INV-60603,2026-05-17,PO-40646,GRN-50654,V-1023,Shree Cement,Road Construction Materials,1544103.34,277938.6,1822041.94,2026-07-01,Paid,2026-07-05,DEP-04,PRJ-104
